"","Edge_Treatment","Landscape_Treatment","Fire_area","House_loss","Life_loss","Road_loss","Power_loss","TFI_burnt","region"
"1","e0","l0",276.161469693392,1.36372740077786,0.332446292508394,5737.76642330363,264.264843808487,31.4434446971305,"Kempsey"
"2","e0","l1",273.870391654018,1.36368619650602,0.334814853034914,5680.6831964571,261.676809391938,32.7277228126861,"Kempsey"
"3","e0","l2",270.331655860055,1.35133290477097,0.335002334788442,5522.03254967183,260.667678543366,35.5773229046725,"Kempsey"
"4","e0","l3",265.137299964414,1.35345370601863,0.32964178128168,5426.92022064142,260.168348069303,42.569301838465,"Kempsey"
"5","e0","l5",266.369752880976,1.35249574715272,0.334917801897973,5467.1432132544,254.713260988239,38.5323001953401,"Kempsey"
"6","e0","l10",259.524132532829,1.34110534074716,0.328733389265835,5246.08541174978,255.840345722623,38.3648842994869,"Kempsey"
"7","e0","l15",254.501828090494,1.34441028581932,0.328257303219289,5118.04050197918,241.502729412168,43.1054989561439,"Kempsey"
"8","e1","l0",272.817727000563,1.3044159677811,0.334741154685616,5631.77915816661,255.470423824154,32.4759113846347,"Kempsey"
"9","e1","l1",269.348617980334,1.30197021737695,0.328909154050052,5555.17302297987,254.721222009975,36.4559411071614,"Kempsey"
"10","e1","l2",265.853860776474,1.29853401123546,0.329403983429074,5394.38311472535,253.774681941606,39.1895257761702,"Kempsey"
"11","e1","l3",261.942874551717,1.27781467232853,0.332834839820862,5304.90036434401,252.783801836427,45.8384134583175,"Kempsey"
"12","e1","l5",262.490564159452,1.29737415839918,0.327909742016345,5319.68392636068,247.803701545112,42.3926806840673,"Kempsey"
"13","e1","l10",254.407458538699,1.28200132516213,0.322517602238804,5128.44112638477,245.002846248914,41.1048472756147,"Kempsey"
"14","e1","l15",251.881194182476,1.28508559241891,0.326244025025517,5028.70009001065,236.066229518503,45.7997008411773,"Kempsey"
"15","e2","l0",271.119447334469,1.35151364095509,0.325314137618989,5487.70735836215,256.102732589934,35.5616576402448,"Kempsey"
"16","e2","l1",267.330107374475,1.32934946124442,0.324533451348543,5422.0239705015,255.134635512251,41.2446449641883,"Kempsey"
"17","e2","l2",264.04723375746,1.32495868671685,0.32338756415993,5280.23590162676,251.641685157549,42.6128221123107,"Kempsey"
"18","e2","l3",261.156549743524,1.319644943811,0.327112472150475,5194.2634246638,254.730339416768,50.7676580262184,"Kempsey"
"19","e2","l5",260.740066514742,1.33924392866902,0.32763799931854,5188.37464865018,252.840306557715,46.4302741928771,"Kempsey"
"20","e2","l10",253.973104734022,1.29035433940589,0.322621965780854,5037.33508644905,248.325343524572,45.5215311529301,"Kempsey"
"21","e2","l15",248.595545253525,1.28701582690701,0.322692416142672,4898.2206851244,238.929673830979,50.1734672684223,"Kempsey"
"22","e3","l0",265.578124752575,1.29573686956428,0.328342891763896,5384.02095502056,251.461723661516,40.8030778194219,"Kempsey"
"23","e3","l1",262.984856864723,1.29608954722062,0.322830321267247,5332.65207943786,250.119434333406,45.6378928745165,"Kempsey"
"24","e3","l2",260.420930055872,1.29087622533552,0.322909408714622,5198.60631494131,250.516245944891,48.3010214370117,"Kempsey"
"25","e3","l3",257.858907347896,1.29005346330814,0.321633931715041,5132.12307470851,250.414116513915,53.7198156983405,"Kempsey"
"26","e3","l5",256.555746492446,1.29007923975587,0.325593632180244,5120.85082952306,247.491429119371,51.3946169161052,"Kempsey"
"27","e3","l10",250.294928319317,1.2613037689589,0.321241463534534,4948.18527647853,247.747346017975,48.3626004322991,"Kempsey"
"28","e3","l15",245.733755455306,1.25985810160637,0.31621488975361,4872.44936968945,236.323807640467,52.8304659577087,"Kempsey"
"29","e5","l0",261.043202550256,1.24540367117152,0.316751575563103,5276.19759994652,245.295907405671,45.1039656385779,"Kempsey"
"30","e5","l1",257.998903383769,1.24333720095456,0.311660681385547,5217.60441747122,244.935388656799,49.720397778675,"Kempsey"
"31","e5","l2",253.838971423525,1.24051238363609,0.311749872751534,5106.51245336048,241.924603316002,52.1300566329062,"Kempsey"
"32","e5","l3",251.526495719964,1.23805909557268,0.311288234777749,5017.91356921056,243.198245539796,58.979775415957,"Kempsey"
"33","e5","l5",251.231727963643,1.2358276238665,0.310969247017056,5015.85912089329,241.384456845932,55.6899341795966,"Kempsey"
"34","e5","l10",243.640594508234,1.23334047594108,0.310661979019642,4856.94257519348,239.625715954229,52.4415851288661,"Kempsey"
"35","e5","l15",241.302782279128,1.22601777245291,0.310276199597865,4762.53563621081,232.091594824102,57.1852279212326,"Kempsey"
"36","e10","l0",252.692642137991,1.24262971314602,0.310388426762074,5116.71998410206,242.553152621724,44.055968197193,"Kempsey"
"37","e10","l1",249.621390045715,1.2401333914604,0.309368886984885,5054.118262982,242.544290450402,49.3100013578311,"Kempsey"
"38","e10","l2",247.340546400044,1.23900087689981,0.309698909986764,4937.496115922,243.543820319232,53.2018115691841,"Kempsey"
"39","e10","l3",245.163344638605,1.24124925001524,0.309494549874216,4887.41172941867,241.743591295555,58.5142680684477,"Kempsey"
"40","e10","l5",243.736356943799,1.2360243240837,0.30931843817234,4859.51448209677,241.487597253174,55.4797194482014,"Kempsey"
"41","e10","l10",238.491669092963,1.22927116975188,0.313253101892769,4710.564154041,239.160276573617,51.6200850427523,"Kempsey"
"42","e10","l15",234.030874856217,1.22682884987444,0.308411446399987,4665.49448996224,227.942519572563,53.2554646888748,"Kempsey"
"43","e15","l0",246.413654193848,1.20729341940023,0.30801256839186,5006.15194753371,238.642422656994,41.9805599153042,"Kempsey"
