"","Edge_Treatment","Landscape_Treatment","Fire_area","House_loss","Life_loss","Road_loss","Power_loss","TFI_burnt","region"
"1","e0","l0",896.633776472579,3.25500688888133,1.86516824283171,18511.3255791473,566.505367756123,84.993089826731,"Gloucester"
"2","e0","l1",895.754315743056,3.26478183828294,1.88399574963842,18492.1480333062,567.649226190988,82.9402593718748,"Gloucester"
"3","e0","l2",889.716913764959,3.25388586614281,1.84888242254965,18409.8259305425,565.312545002671,85.0382313134428,"Gloucester"
"4","e0","l3",887.87293008332,3.24928375519812,1.84484073589556,18331.7974072457,561.494304084685,90.0142759962287,"Gloucester"
"5","e0","l5",881.682842473465,3.23499295394868,1.85296797857154,18138.0348402599,558.149996238295,92.9447070659604,"Gloucester"
"6","e0","l10",878.33940490967,3.18312455713749,1.80683496105485,18022.6990355132,553.132716637338,90.2403389215283,"Gloucester"
"7","e0","l15",858.536918320748,3.00968963932246,1.6515988544561,17804.7524209724,550.533497522818,87.5914865880739,"Gloucester"
"8","e1","l0",892.708177138971,3.25754110794514,1.86381687072571,18449.3659280169,566.991144574946,94.1152439428866,"Gloucester"
"9","e1","l1",885.340504847905,3.23178949486464,1.85693132516462,18276.1627585578,559.794110088842,96.1710455278307,"Gloucester"
"10","e1","l2",881.376505652689,3.22311265207827,1.84370251640212,18239.2128607074,557.643448021961,97.7743067554198,"Gloucester"
"11","e1","l3",875.560453629097,3.2163236066699,1.81809305085335,18141.682443106,552.855434536003,101.413810162712,"Gloucester"
"12","e1","l5",871.534769439055,3.18590920511633,1.81218318920583,18000.9412671748,549.306646798272,102.547901447583,"Gloucester"
"13","e1","l10",863.929674508577,3.15653392206877,1.79068984999321,17852.5423938951,549.146090580849,100.363599515753,"Gloucester"
"14","e1","l15",849.455877405711,2.9859824385494,1.63556327414699,17673.4121720983,547.202828707639,96.551312425565,"Gloucester"
"15","e2","l0",887.184129555659,3.23918841034174,1.85130791226402,18371.4115053882,562.097059729509,98.6284654004499,"Gloucester"
"16","e2","l1",877.654508683553,3.19676459953189,1.85759432136547,18218.7035344531,551.693189448211,100.118629277945,"Gloucester"
