"","X","GCM","RCM","Edge_Treatment","Landscape_Treatment","Fire_area","House_loss","Life_loss","Road_loss","Power_loss","TFI_burnt","region"
"1293",1293,"CCCMA3.1"," R3","e2","l5",1949.66011366699,0.246947358682519,0.07430964957166,157.56284822055,22.1054266221472,116.456909058205,"VIC_LD"
"1294",1294,"CCCMA3.1"," R3","e2","l10",1859.01964553412,0.24544783977035,0.0742175533832778,149.897634830268,21.8485828772828,112.061160359095,"VIC_LD"
"1295",1295,"CCCMA3.1"," R3","e2","l15",1814.27098136045,0.240296088995819,0.0742589778292313,149.845036532497,21.4579143321316,99.2116761341254,"VIC_LD"
"1296",1296,"CCCMA3.1"," R3","e3","l0",2190.00165414106,0.248875761517411,0.0733518055585591,179.077130356745,24.1206015853095,49.1830111534859,"VIC_LD"
"1297",1297,"CCCMA3.1"," R3","e3","l1",2110.89398111574,0.246146580302593,0.0733301675518305,170.566006614536,21.8390937043296,69.3197428840504,"VIC_LD"
"1298",1298,"CCCMA3.1"," R3","e3","l2",2065.69943804465,0.243671948283009,0.0732539514774544,164.56367120918,22.6703511798405,86.0950081926101,"VIC_LD"
"1299",1299,"CCCMA3.1"," R3","e3","l3",2016.8406138156,0.241150294914405,0.0738626571364875,159.504470953834,20.7833958265837,99.2747850921587,"VIC_LD"
"1300",1300,"CCCMA3.1"," R3","e3","l5",1922.02397766527,0.240993187962886,0.0738453641952219,155.40613156918,21.7913893611694,118.613752247699,"VIC_LD"
"1301",1301,"CCCMA3.1"," R3","e3","l10",1830.35741328854,0.241244860480947,0.0739008751770598,148.228591562656,21.5501523307466,114.299155855554,"VIC_LD"
"1302",1302,"CCCMA3.1"," R3","e3","l15",1794.98491372265,0.23483596434744,0.073798116081889,147.672440340102,21.0989544520999,100.991615042405,"VIC_LD"
"1303",1303,"CCCMA3.1"," R3","e5","l0",2154.78628279067,0.238484503406653,0.0736914345634432,173.346872768889,24.1467368759913,54.8824440157332,"VIC_LD"
"1304",1304,"CCCMA3.1"," R3","e5","l1",2082.71274858996,0.23603843543242,0.0734776289209549,166.685444775794,21.8294953701843,74.150192992526,"VIC_LD"
"1305",1305,"CCCMA3.1"," R3","e5","l2",2029.94209441863,0.231362523481948,0.0735343775886577,159.628339741175,22.7091993183421,91.104749153892,"VIC_LD"
"1306",1306,"CCCMA3.1"," R3","e5","l3",1985.29279591221,0.231459932347207,0.0740581429272424,155.850967912556,20.7466293977632,104.897842167891,"VIC_LD"
"1307",1307,"CCCMA3.1"," R3","e5","l5",1890.72140013542,0.227996724152035,0.0741063534951536,151.919818930764,22.0693526207469,123.17510088697,"VIC_LD"
"1308",1308,"CCCMA3.1"," R3","e5","l10",1797.51159172024,0.229908852579683,0.074159398145639,143.567685408925,21.7122617214045,118.53153725485,"VIC_LD"
"1309",1309,"CCCMA3.1"," R3","e5","l15",1764.25867663346,0.227383346718852,0.0739886123119504,143.969958779053,21.2778333298047,105.462593236871,"VIC_LD"
"1310",1310,"CCCMA3.1"," R3","e10","l0",2059.78657542191,0.215718645140441,0.0738640950021363,155.955644535425,22.4297782915528,62.2140150695166,"VIC_LD"
"1311",1311,"CCCMA3.1"," R3","e10","l1",1979.34121224493,0.213762909406796,0.0739366965808586,149.361006137042,20.0711682882684,80.3313586919569,"VIC_LD"
"1312",1312,"CCCMA3.1"," R3","e10","l2",1931.61524913985,0.212539414005732,0.0739203126977372,143.229347719171,21.0533735516947,96.713793518272,"VIC_LD"
"1313",1313,"CCCMA3.1"," R3","e10","l3",1889.31182547625,0.210581742740032,0.0741521791587729,139.902925860952,19.1671476495685,110.493022885235,"VIC_LD"
"1314",1314,"CCCMA3.1"," R3","e10","l5",1794.74814624995,0.210314427931735,0.0740351583226584,136.466167805338,20.111849768,128.170595796776,"VIC_LD"
"1315",1315,"CCCMA3.1"," R3","e10","l10",1712.48339843605,0.211142179141461,0.0741456322703016,128.613672142819,19.7399025619234,122.939686424,"VIC_LD"
"1316",1316,"CCCMA3.1"," R3","e10","l15",1670.79725471273,0.207523106710141,0.074017182141688,128.529536868882,19.4271814671083,110.70950206572,"VIC_LD"
"1317",1317,"CCCMA3.1"," R3","e15","l0",1996.66085505061,0.207919412750925,0.0738242953593726,148.204482356959,22.1659300696047,63.1670384665602,"VIC_LD"
"1318",1318,"CCCMA3.1"," R3","e15","l1",1916.36404672567,0.204255003736762,0.0739177711693628,143.801685993822,19.7805526713637,81.5358914046461,"VIC_LD"
"1319",1319,"CCCMA3.1"," R3","e15","l2",1862.32001031175,0.202586780233105,0.0739168653581146,137.329343055171,20.6529378483538,97.4400283128343,"VIC_LD"
"1320",1320,"CCCMA3.1"," R3","e15","l3",1824.21602480825,0.202605307131307,0.0740195498201501,133.16024447704,18.8589682766178,110.551558015958,"VIC_LD"
"1321",1321,"CCCMA3.1"," R3","e15","l5",1730.51826666627,0.200396449472464,0.0740423389197531,130.255391813989,19.8925492804847,127.010846461949,"VIC_LD"
"1322",1322,"CCCMA3.1"," R3","e15","l10",1650.07599677429,0.198866928822099,0.0739662856176437,123.641725156631,19.4877999583696,122.768776518933,"VIC_LD"
"1323",1323,"CCCMA3.1"," R3","e15","l15",1612.23306364123,0.199010726028064,0.074061678860744,123.757993445906,19.1746235977917,110.213429769158,"VIC_LD"
"1324",1324,"CSIRO-MK3.0"," R1","e0","l0",2486.41501240133,0.278731459729897,0.0755459267747938,201.918735521758,26.6273793167784,39.5560286839813,"VIC_LD"
"1325",1325,"CSIRO-MK3.0"," R1","e0","l1",2408.80574707648,0.275886310992064,0.0754975248037226,193.659180247778,24.0909061212733,60.6463845851948,"VIC_LD"
"1326",1326,"CSIRO-MK3.0"," R1","e0","l2",2350.27134796268,0.275600881541322,0.0754788001722773,185.290673118288,24.8944836530427,80.6714913349104,"VIC_LD"
"1327",1327,"CSIRO-MK3.0"," R1","e0","l3",2293.39004166702,0.271787311285152,0.075556297406365,180.741427455359,22.7533451725321,96.1739014050865,"VIC_LD"
"1328",1328,"CSIRO-MK3.0"," R1","e0","l5",2193.42980107273,0.271761092699307,0.0755532190942176,173.886295717239,24.1977017321915,116.784609343531,"VIC_LD"
"1329",1329,"CSIRO-MK3.0"," R1","e0","l10",2082.95526410601,0.267746770914528,0.0756707378513966,165.895010180975,23.8831211863726,112.537434082065,"VIC_LD"
"1330",1330,"CSIRO-MK3.0"," R1","e0","l15",2038.34187093059,0.26458093589099,0.0756414442730602,165.729088930675,23.4555995848496,98.4569917429821,"VIC_LD"
"1331",1331,"CSIRO-MK3.0"," R1","e1","l0",2461.33683663624,0.273095476368326,0.0755017020219384,195.000498119043,26.2393156590406,42.6206742183916,"VIC_LD"
"1332",1332,"CSIRO-MK3.0"," R1","e1","l1",2376.65557082406,0.267156997251732,0.0754571715788188,186.922966182465,23.6175231075322,66.5040728410124,"VIC_LD"
"1333",1333,"CSIRO-MK3.0"," R1","e1","l2",2314.26192225831,0.26481962253456,0.0754306793714932,179.680149434716,24.5554508546775,85.8083457203931,"VIC_LD"
"1334",1334,"CSIRO-MK3.0"," R1","e1","l3",2261.29960214364,0.263739489128056,0.0755780217241409,173.884833599004,22.3345108715876,101.138571045379,"VIC_LD"
"1335",1335,"CSIRO-MK3.0"," R1","e1","l5",2152.9811357716,0.263397366543359,0.0756049824667571,168.277638818836,23.7128499138635,121.142221353218,"VIC_LD"
"1336",1336,"CSIRO-MK3.0"," R1","e1","l10",2051.59542306285,0.25980109548982,0.0756427249598346,160.009945208003,23.4788726011175,117.32598538668,"VIC_LD"
"1337",1337,"CSIRO-MK3.0"," R1","e1","l15",2005.07984669468,0.257040726392006,0.0756204571916896,160.271312135592,22.9535913986183,103.160982769055,"VIC_LD"
"1338",1338,"CSIRO-MK3.0"," R1","e2","l0",2432.36885746863,0.266099360651424,0.075287541567377,190.531164789718,25.7607220446516,48.9919285101758,"VIC_LD"
"1339",1339,"CSIRO-MK3.0"," R1","e2","l1",2347.10271247398,0.261624633640167,0.0753390197678527,182.218974889111,23.1829545846267,71.8055498883419,"VIC_LD"
"1340",1340,"CSIRO-MK3.0"," R1","e2","l2",2293.96579024005,0.262946570474014,0.075160298974879,174.528251747688,24.0382270749251,90.6995205450774,"VIC_LD"
"1341",1341,"CSIRO-MK3.0"," R1","e2","l3",2238.20421256624,0.259188226955303,0.075396773936518,168.656892685249,21.9415935534926,105.26990857943,"VIC_LD"
"1342",1342,"CSIRO-MK3.0"," R1","e2","l5",2134.29536290314,0.259949291285011,0.0755996128827974,164.157122166216,23.2054486114066,125.626889971882,"VIC_LD"
"1343",1343,"CSIRO-MK3.0"," R1","e2","l10",2032.87607035186,0.258705601736438,0.075504803990043,156.070063345396,22.9017345955072,120.975467039156,"VIC_LD"
"1344",1344,"CSIRO-MK3.0"," R1","e2","l15",1983.86996953763,0.252819954839651,0.0755421415215096,156.035024338053,22.5161519756512,106.926180272797,"VIC_LD"
"1345",1345,"CSIRO-MK3.0"," R1","e3","l0",2404.10883024424,0.262051742829499,0.0746321068254474,186.971781571629,25.4338815939263,53.1702731426456,"VIC_LD"
"1346",1346,"CSIRO-MK3.0"," R1","e3","l1",2314.77748158533,0.259020115736348,0.0746123702083423,177.990069933003,22.9109561878431,74.8721902606048,"VIC_LD"
"1347",1347,"CSIRO-MK3.0"," R1","e3","l2",2264.93393608123,0.256396251388651,0.0745452853334427,171.676038095029,23.8113400082511,93.0797452870029,"VIC_LD"
"1348",1348,"CSIRO-MK3.0"," R1","e3","l3",2210.64841824915,0.253718077492522,0.075151995415581,166.326634414872,21.722844827309,107.194646901425,"VIC_LD"
"1349",1349,"CSIRO-MK3.0"," R1","e3","l5",2104.05511648763,0.253648631532997,0.0751268959902518,161.955560415663,22.848223667097,127.947862553495,"VIC_LD"
"1350",1350,"CSIRO-MK3.0"," R1","e3","l10",2001.27122043444,0.254127144180529,0.0751843950274633,154.361958859226,22.5652452427312,123.403537276475,"VIC_LD"
"1351",1351,"CSIRO-MK3.0"," R1","e3","l15",1963.13699155297,0.24704744844712,0.0750802369748271,153.794873880543,22.1060157473403,108.798134345186,"VIC_LD"
"1352",1352,"CSIRO-MK3.0"," R1","e5","l0",2364.39850036815,0.250782747607445,0.074982469814131,180.967385647818,25.445942497754,59.1652933372156,"VIC_LD"
"1353",1353,"CSIRO-MK3.0"," R1","e5","l1",2283.27638871219,0.248211870057276,0.07475978036382,173.898739554716,22.8813069916214,79.9811736414646,"VIC_LD"
"1354",1354,"CSIRO-MK3.0"," R1","e5","l2",2224.97736086749,0.243002681945654,0.0748115089209023,166.491067302559,23.8253465613525,98.383025370157,"VIC_LD"
"1355",1355,"CSIRO-MK3.0"," R1","e5","l3",2175.45004363187,0.243233760866133,0.0753336703201057,162.448331720952,21.6615314857336,113.184999234392,"VIC_LD"
"1356",1356,"CSIRO-MK3.0"," R1","e5","l5",2068.83822751526,0.239411993334215,0.0753980410627264,158.287671609287,23.1313700969622,132.841447332405,"VIC_LD"
"1357",1357,"CSIRO-MK3.0"," R1","e5","l10",1964.62151442632,0.24185085479985,0.0754378904912301,149.48568568434,22.7281442676031,127.910205803835,"VIC_LD"
"1358",1358,"CSIRO-MK3.0"," R1","e5","l15",1928.82303508572,0.238968001613102,0.0752658019155206,149.913501558331,22.2761457353045,113.621317465918,"VIC_LD"
"1359",1359,"CSIRO-MK3.0"," R1","e10","l0",2259.20022139564,0.225660654432431,0.0751416841285391,162.391540368844,23.5893683857284,66.8857588497078,"VIC_LD"
"1360",1360,"CSIRO-MK3.0"," R1","e10","l1",2168.25572294887,0.223407039738959,0.0752231685510196,155.361581117177,20.9868455931428,86.5950439311942,"VIC_LD"
"1361",1361,"CSIRO-MK3.0"," R1","e10","l2",2115.48099992327,0.222224737208307,0.0752057613954094,148.929306953505,22.0516974077327,104.472598887727,"VIC_LD"
"1362",1362,"CSIRO-MK3.0"," R1","e10","l3",2069.07161707893,0.220175507638487,0.0754447763665667,145.430390715774,19.9578378524166,119.267400279111,"VIC_LD"
"1363",1363,"CSIRO-MK3.0"," R1","e10","l5",1962.27063130118,0.219990894802322,0.075326953547119,141.705183057638,21.0269783747208,138.268306176792,"VIC_LD"
"1364",1364,"CSIRO-MK3.0"," R1","e10","l10",1870.38918674435,0.220884172304068,0.0754326625792601,133.470527671307,20.6111820007209,132.722651707128,"VIC_LD"
"1365",1365,"CSIRO-MK3.0"," R1","e10","l15",1824.70728927475,0.216935440948873,0.0752986173847603,133.415003358095,20.2934588869539,119.364905862053,"VIC_LD"
"1366",1366,"CSIRO-MK3.0"," R1","e15","l0",2190.13785864036,0.217127302275912,0.0751014982324705,154.040132045338,23.3063014020445,67.9112508418824,"VIC_LD"
"1367",1367,"CSIRO-MK3.0"," R1","e15","l1",2099.54441545825,0.212964963175182,0.0751956629301276,149.344114361156,20.6743260023359,87.9182177958573,"VIC_LD"
"1368",1368,"CSIRO-MK3.0"," R1","e15","l2",2039.44963012353,0.211444395881699,0.0752042346357484,142.519692999485,21.6142971075897,105.207621094104,"VIC_LD"
"1369",1369,"CSIRO-MK3.0"," R1","e15","l3",1997.4295147711,0.211438437745528,0.0752994131562446,138.117003607476,19.6316086548904,119.364980672734,"VIC_LD"
"1370",1370,"CSIRO-MK3.0"," R1","e15","l5",1892.25708784981,0.208894709867309,0.0753205539331248,135.064247006085,20.7973641699937,137.116386489256,"VIC_LD"
"1371",1371,"CSIRO-MK3.0"," R1","e15","l10",1802.0105331631,0.20732903314638,0.0752459208342771,128.082824034209,20.3304133137863,132.558315447261,"VIC_LD"
"1372",1372,"CSIRO-MK3.0"," R1","e15","l15",1760.68958128352,0.207709535825416,0.0753486797748337,128.204864617146,20.0100283400388,118.865424600252,"VIC_LD"
"1373",1373,"CSIRO-MK3.0"," R2","e0","l0",2416.13124330611,0.274425032075669,0.0751005384063319,199.7095309016,26.235557263135,38.6673501343961,"VIC_LD"
"1374",1374,"CSIRO-MK3.0"," R2","e0","l1",2341.4294220143,0.271734757479862,0.0750513016737386,191.53892587201,23.7864870032354,59.2214839659107,"VIC_LD"
"1375",1375,"CSIRO-MK3.0"," R2","e0","l2",2284.17421518498,0.271192935033469,0.0750273398261925,183.234181069565,24.5617997425143,78.7651272689836,"VIC_LD"
"1376",1376,"CSIRO-MK3.0"," R2","e0","l3",2228.81250386936,0.267595688565052,0.0751079728343029,178.762510688102,22.4950992924278,93.9868845036806,"VIC_LD"
"1377",1377,"CSIRO-MK3.0"," R2","e0","l5",2132.74804361285,0.267476647968579,0.0751137298084359,171.961454510893,23.8919771363726,114.21531224426,"VIC_LD"
"1378",1378,"CSIRO-MK3.0"," R2","e0","l10",2025.50328355012,0.263573150041339,0.0752259911132569,164.043692140694,23.5786187076883,110.025178772764,"VIC_LD"
"1379",1379,"CSIRO-MK3.0"," R2","e0","l15",1982.04289687936,0.260390419571195,0.0752009433836065,163.875863803696,23.1549155032553,96.3257977505214,"VIC_LD"
"1380",1380,"CSIRO-MK3.0"," R2","e1","l0",2391.65406688814,0.268897813548392,0.0750607031295658,192.883817169786,25.8568352801376,41.6312308394408,"VIC_LD"
"1381",1381,"CSIRO-MK3.0"," R2","e1","l1",2309.96414781967,0.263271722687932,0.075014995309175,184.894221132708,23.3200782968197,64.9521557813307,"VIC_LD"
"1382",1382,"CSIRO-MK3.0"," R2","e1","l2",2249.13585505084,0.26088825219631,0.0749841635115445,177.712851356773,24.2339137657837,83.7666293585498,"VIC_LD"
"1383",1383,"CSIRO-MK3.0"," R2","e1","l3",2197.66054867645,0.259849235262664,0.0751375245090458,172.019321576954,22.0813974156044,98.8536719248776,"VIC_LD"
"1384",1384,"CSIRO-MK3.0"," R2","e1","l5",2093.45970290368,0.259341825185402,0.0751589326046087,166.429445383983,23.4161046428198,118.482235482748,"VIC_LD"
"1385",1385,"CSIRO-MK3.0"," R2","e1","l10",1995.08474489186,0.255885125116038,0.0751974269769562,158.242012177652,23.1928782668547,114.703518186923,"VIC_LD"
"1386",1386,"CSIRO-MK3.0"," R2","e1","l15",1949.91952225146,0.253255834995798,0.0751798832243367,158.513842823595,22.6680541218229,100.914971580883,"VIC_LD"
"1387",1387,"CSIRO-MK3.0"," R2","e2","l0",2363.59864558741,0.26223817756545,0.0748431221836654,188.526540950988,25.3889685154718,47.8173814982845,"VIC_LD"
"1388",1388,"CSIRO-MK3.0"," R2","e2","l1",2281.78028703105,0.258009357385163,0.0748892116644129,180.304164583504,22.8965786154731,70.118546651816,"VIC_LD"
"1389",1389,"CSIRO-MK3.0"," R2","e2","l2",2229.53617143683,0.259065417994861,0.0747099146428809,172.657895465818,23.7299189248006,88.58262526748,"VIC_LD"
"1390",1390,"CSIRO-MK3.0"," R2","e2","l3",2175.43158286936,0.25537571629684,0.0749505388193938,166.853980190353,21.6988376196241,102.895455403157,"VIC_LD"
"1391",1391,"CSIRO-MK3.0"," R2","e2","l5",2075.2722802566,0.256223908545508,0.0751555305578222,162.407554780657,22.9153037798824,122.884708389483,"VIC_LD"
"1392",1392,"CSIRO-MK3.0"," R2","e2","l10",1977.06057572361,0.254858024454734,0.075061579245812,154.396777463262,22.627796195593,118.300799948245,"VIC_LD"
"1393",1393,"CSIRO-MK3.0"," R2","e2","l15",1929.4191364016,0.249230085391901,0.0751009091982269,154.350714783504,22.236576596697,104.637740239967,"VIC_LD"
"1394",1394,"CSIRO-MK3.0"," R2","e3","l0",2335.95923067588,0.258293097849673,0.0741872541948396,184.91235262627,25.0764094780607,51.9486063581629,"VIC_LD"
"1395",1395,"CSIRO-MK3.0"," R2","e3","l1",2250.00215275842,0.25536765855577,0.074166653021166,176.040010461293,22.6329232100397,73.1702381797775,"VIC_LD"
"1396",1396,"CSIRO-MK3.0"," R2","e3","l2",2201.41299224827,0.252755325600447,0.0740932983808307,169.788689960114,23.5108010747354,90.9395326263708,"VIC_LD"
"1397",1397,"CSIRO-MK3.0"," R2","e3","l3",2148.53558344669,0.250136719714646,0.0747090857839794,164.501044375356,21.4883619664761,104.793169819418,"VIC_LD"
"1398",1398,"CSIRO-MK3.0"," R2","e3","l5",2045.9156401427,0.249985820955771,0.0746870274724643,160.196523564082,22.5767965857813,125.157248541393,"VIC_LD"
"1399",1399,"CSIRO-MK3.0"," R2","e3","l10",1946.47147074276,0.250378620057745,0.0747440506711428,152.680462091666,22.3047429317376,120.668046370908,"VIC_LD"
"1400",1400,"CSIRO-MK3.0"," R2","e3","l15",1909.18539433066,0.243526303729595,0.0746395679561829,152.108784051961,21.8458821309468,106.483751185102,"VIC_LD"
"1401",1401,"CSIRO-MK3.0"," R2","e5","l0",2297.50627691239,0.247264302925032,0.0745303445910395,178.96482877768,25.0908247835469,57.8696703560476,"VIC_LD"
"1402",1402,"CSIRO-MK3.0"," R2","e5","l1",2219.37086100258,0.244730937065469,0.0743088185208762,171.992739720736,22.6084056848777,78.1988802729815,"VIC_LD"
"1403",1403,"CSIRO-MK3.0"," R2","e5","l2",2162.65537505052,0.239677049376041,0.0743635699745937,164.65330329811,23.5308269730012,96.1472280958988,"VIC_LD"
"1404",1404,"CSIRO-MK3.0"," R2","e5","l3",2114.40069900319,0.239883235099114,0.0748934130569978,160.681566383573,21.436906663439,110.661055893393,"VIC_LD"
"1405",1405,"CSIRO-MK3.0"," R2","e5","l5",2011.96581343762,0.236168693736545,0.0749509214710997,156.566321937134,22.8567976482736,129.935061800535,"VIC_LD"
"1406",1406,"CSIRO-MK3.0"," R2","e5","l10",1911.00141515728,0.23838123664973,0.0749979054580763,147.843764752906,22.4660002568271,125.085454491922,"VIC_LD"
"1407",1407,"CSIRO-MK3.0"," R2","e5","l15",1875.91299780939,0.235633709871763,0.0748238383766875,148.262035920197,22.0182928842405,111.184120128909,"VIC_LD"
"1408",1408,"CSIRO-MK3.0"," R2","e10","l0",2195.58751102794,0.22295004238913,0.0746984892884939,160.709386258532,23.2817805517698,65.4801538390224,"VIC_LD"
"1409",1409,"CSIRO-MK3.0"," R2","e10","l1",2108.24016579982,0.220805801018287,0.0747770370526268,153.792342316592,20.7578612462385,84.6797142658441,"VIC_LD"
"1410",1410,"CSIRO-MK3.0"," R2","e10","l2",2056.9762566635,0.219591748827952,0.0747588652211562,147.412698264816,21.796729786729,102.085076487405,"VIC_LD"
"1411",1411,"CSIRO-MK3.0"," R2","e10","l3",2011.46068170458,0.217570048243942,0.0749980007913109,143.951915910293,19.7754048422212,116.589043803356,"VIC_LD"
"1412",1412,"CSIRO-MK3.0"," R2","e10","l5",1908.80714343056,0.217320549509168,0.0748785930954909,140.301762236049,20.7991456991294,135.219546036611,"VIC_LD"
"1413",1413,"CSIRO-MK3.0"," R2","e10","l10",1819.83415357224,0.218205732744536,0.0749884288507019,132.126991808036,20.3967975303385,129.756037539899,"VIC_LD"
"1414",1414,"CSIRO-MK3.0"," R2","e10","l15",1775.37223841302,0.214347649834963,0.0748559113799274,132.050490941765,20.0770340816234,116.754988143989,"VIC_LD"
"1415",1415,"CSIRO-MK3.0"," R2","e15","l0",2128.23384346697,0.214659260982444,0.074657577142716,152.529158178368,23.0040436508716,66.4822536094754,"VIC_LD"
"1416",1416,"CSIRO-MK3.0"," R2","e15","l1",2041.13013506379,0.210674160280178,0.0747524969756341,147.905973946763,20.4518716163875,85.9534662005113,"VIC_LD"
"1417",1417,"CSIRO-MK3.0"," R2","e15","l2",1982.79237856004,0.209043009726884,0.0747568181668612,141.158263406396,21.3724672612443,102.819847251681,"VIC_LD"
"1418",1418,"CSIRO-MK3.0"," R2","e15","l3",1941.81460623812,0.209071356439381,0.0748569830557244,136.810054213129,19.4514033319138,116.662141051725,"VIC_LD"
"1419",1419,"CSIRO-MK3.0"," R2","e15","l5",1840.47471383428,0.20665306265073,0.0748788393229916,133.770685777563,20.5711886374047,134.048483494305,"VIC_LD"
"1420",1420,"CSIRO-MK3.0"," R2","e15","l10",1753.34424427762,0.205086590594874,0.0748024289805471,126.865302951046,20.1254106195847,129.584589464864,"VIC_LD"
"1421",1421,"CSIRO-MK3.0"," R2","e15","l15",1713.12120866492,0.205354017798527,0.074902828409904,126.975257953745,19.8064683663688,116.243179207484,"VIC_LD"
"1422",1422,"CSIRO-MK3.0"," R3","e0","l0",2559.9954420105,0.285055664935498,0.0761155713553308,206.214554389589,27.2541799058672,40.6393936633249,"VIC_LD"
"1423",1423,"CSIRO-MK3.0"," R3","e0","l1",2480.08885033786,0.28213212845003,0.0760663818709872,197.734326447971,24.6415885594615,62.2890609786846,"VIC_LD"
"1424",1424,"CSIRO-MK3.0"," R3","e0","l2",2419.41778549965,0.281799792246602,0.076047083366575,189.118351645448,25.4689828216215,82.8644272028178,"VIC_LD"
"1425",1425,"CSIRO-MK3.0"," R3","e0","l3",2360.38661516219,0.277921224696911,0.0761260757553828,184.432583406306,23.2618625814212,98.793667998974,"VIC_LD"
"1426",1426,"CSIRO-MK3.0"," R3","e0","l5",2257.67802380085,0.277839580194268,0.0761224129564653,177.369588938745,24.7499920187693,120.019921237786,"VIC_LD"
"1427",1427,"CSIRO-MK3.0"," R3","e0","l10",2143.1938906981,0.273742348072119,0.0762447583383619,169.122298168077,24.4252457159746,115.656314300257,"VIC_LD"
"1428",1428,"CSIRO-MK3.0"," R3","e0","l15",2097.2081604414,0.270452974054933,0.0762134501019318,168.933833952906,23.9879945329449,101.192953986899,"VIC_LD"
"1429",1429,"CSIRO-MK3.0"," R3","e1","l0",2534.08805477697,0.279250958847115,0.0760697269925004,199.102752609178,26.8554616632173,43.7826236740541,"VIC_LD"
"1430",1430,"CSIRO-MK3.0"," R3","e1","l1",2446.74527920022,0.273173234818387,0.0760250914026983,190.810726748168,24.1577933084045,68.297068627784,"VIC_LD"
"1431",1431,"CSIRO-MK3.0"," R3","e1","l2",2382.16331460926,0.270765635505086,0.075996860568921,183.347962367407,25.1209391608427,88.131843427135,"VIC_LD"
"1432",1432,"CSIRO-MK3.0"," R3","e1","l3",2327.31079124048,0.269649824986118,0.0761488368698338,177.395314793102,22.8358171989385,103.893018488106,"VIC_LD"
"1433",1433,"CSIRO-MK3.0"," R3","e1","l5",2215.88592258249,0.269228763008869,0.0761748026980058,171.607414111349,24.2567554487323,124.496810096552,"VIC_LD"
"1434",1434,"CSIRO-MK3.0"," R3","e1","l10",2110.78738183043,0.265550001495285,0.0762157610461145,163.07076314115,24.0079149625672,120.574938095137,"VIC_LD"
"1435",1435,"CSIRO-MK3.0"," R3","e1","l15",2063.00492713865,0.262752259623085,0.0761921522644116,163.328575687046,23.4731333093805,106.019184769675,"VIC_LD"
"1436",1436,"CSIRO-MK3.0"," R3","e2","l0",2504.01939005348,0.272037100439775,0.0758504646000802,194.503451661149,26.3638502146932,50.3292691898328,"VIC_LD"
"1437",1437,"CSIRO-MK3.0"," R3","e2","l1",2416.37222044039,0.267453793385357,0.0759018051758176,185.979288464296,23.7108289620664,73.7294112297444,"VIC_LD"
"1438",1438,"CSIRO-MK3.0"," R3","e2","l2",2361.29006711374,0.268746408764855,0.0757197588063718,178.051159724419,24.5890340047481,93.1407213476283,"VIC_LD"
"1439",1439,"CSIRO-MK3.0"," R3","e2","l3",2303.42055744305,0.264895568943757,0.0759617077892472,172.010581427458,22.4338041371084,108.112206372799,"VIC_LD"
"1440",1440,"CSIRO-MK3.0"," R3","e2","l5",2196.50878450609,0.265660249024222,0.0761702760883054,167.369045728265,23.7340982275782,129.079837757413,"VIC_LD"
"1441",1441,"CSIRO-MK3.0"," R3","e2","l10",2091.48751413077,0.264399058614799,0.0760744966828497,159.020489769318,23.4193212236278,124.299760582778,"VIC_LD"
"1442",1442,"CSIRO-MK3.0"," R3","e2","l15",2041.04572109542,0.2583507831514,0.0761112382042484,158.974818317802,23.0237377782032,109.866167941561,"VIC_LD"
"1443",1443,"CSIRO-MK3.0"," R3","e3","l0",2475.20912982057,0.267870580191811,0.07517997620198,190.838270693348,26.031950066681,54.6152215167152,"VIC_LD"
"1444",1444,"CSIRO-MK3.0"," R3","e3","l1",2383.15130036659,0.264758725716092,0.07516043956457,181.622847307153,23.4350125901983,76.8703416238044,"VIC_LD"
"1445",1445,"CSIRO-MK3.0"," R3","e3","l2",2331.62148215062,0.262033882154356,0.0750918550602364,175.111727246986,24.3605856157956,95.590454265906,"VIC_LD"
"1446",1446,"CSIRO-MK3.0"," R3","e3","l3",2275.23094129152,0.259289212717704,0.0757134952709748,169.610807501158,22.2084018023452,110.098190509219,"VIC_LD"
"1447",1447,"CSIRO-MK3.0"," R3","e3","l5",2165.55889881793,0.259182694189803,0.0756880219978484,165.096971937601,23.3707144689106,131.467746553206,"VIC_LD"
"1448",1448,"CSIRO-MK3.0"," R3","e3","l10",2059.14449930865,0.259688859969174,0.075747316586785,157.256780326861,23.0749958827801,126.789785751811,"VIC_LD"
"1449",1449,"CSIRO-MK3.0"," R3","e3","l15",2019.85741518735,0.25240595696232,0.0756399004239938,156.665583352151,22.6050325636606,111.774971535153,"VIC_LD"
"1450",1450,"CSIRO-MK3.0"," R3","e5","l0",2434.01380960866,0.256276557756792,0.0755376676079322,184.67614788824,26.0399875915027,60.7601529370353,"VIC_LD"
"1451",1451,"CSIRO-MK3.0"," R3","e5","l1",2350.42315835393,0.253618556434958,0.0753089095087489,177.416004062252,23.4010837266396,82.1127920715226,"VIC_LD"
"1452",1452,"CSIRO-MK3.0"," R3","e5","l2",2290.25807993244,0.248267983879487,0.0753628497477621,169.793070970627,24.3657486935263,101.007650927658,"VIC_LD"
"1453",1453,"CSIRO-MK3.0"," R3","e5","l3",2238.75074127632,0.248504922856227,0.0758979503189039,165.629518829519,22.1458062042075,116.218763717962,"VIC_LD"
"1454",1454,"CSIRO-MK3.0"," R3","e5","l5",2129.18738215956,0.244568030539085,0.0759641260901844,161.328949896415,23.654147178604,136.475904984577,"VIC_LD"
