"","Edge_Treatment","Landscape_Treatment","Fire_area","House_loss","Life_loss","Road_loss","Power_loss","TFI_burnt","region"
"1","e0","l0",1,1,0.892512985455623,1,1,0,"VIC_LD"
"2","e0","l1",0.894578645334215,0.962766225720873,0.847671868139223,0.886859115980398,0.642934504484289,0.212002951200812,"VIC_LD"
"3","e0","l2",0.813007899239038,0.950592887956892,0.82242899713163,0.772217980752159,0.755759756833691,0.413546573601713,"VIC_LD"
"4","e0","l3",0.734744084646304,0.898760681983708,0.893797952958291,0.711315678856464,0.454846924223018,0.57212305553529,"VIC_LD"
"5","e0","l5",0.598639295028126,0.897218461048871,0.908087585258286,0.617479572132214,0.659493691585159,0.781712542530564,"VIC_LD"
"6","e0","l10",0.447158473943762,0.840043486341966,1,0.508586369822854,0.611008119471828,0.73746874650652,"VIC_LD"
"7","e0","l15",0.38437163756124,0.793275689131615,0.984730684621734,0.506650573476488,0.546061904261966,0.596932465271361,"VIC_LD"
"8","e1","l0",0.964873332255145,0.919053242423503,0.861552057455484,0.906187811502352,0.943128894507117,0.0303598983473347,"VIC_LD"
"9","e1","l1",0.849776292202193,0.839447397533439,0.818647425034146,0.795518478742356,0.570837743058253,0.271494818544763,"VIC_LD"
"10","e1","l2",0.763246972229448,0.803700426249795,0.788933181936069,0.696633243887498,0.707024394218589,0.465164085817075,"VIC_LD"
"11","e1","l3",0.690215848837858,0.7884784536935,0.927486505637982,0.618659732317343,0.390310485066467,0.622654116756231,"VIC_LD"
"12","e1","l5",0.542771018660106,0.779422115181679,0.941009203896236,0.541329532120913,0.585690539051287,0.825839069150421,"VIC_LD"
"13","e1","l10",0.404013686705851,0.730127407080409,0.97539349126342,0.429090035521365,0.556066696521082,0.785754401354881,"VIC_LD"
"14","e1","l15",0.338540753877331,0.691820178674627,0.965180696973807,0.433222816693559,0.47343051184654,0.6442588369335,"VIC_LD"
"15","e2","l0",0.92563058031872,0.827440086158453,0.667623304338326,0.847347419680751,0.87319226756328,0.0935722884965904,"VIC_LD"
"16","e2","l1",0.81037698348161,0.767925941019043,0.702184910870101,0.733220630782097,0.508108288200257,0.32487023836939,"VIC_LD"
"17","e2","l2",0.735290289296887,0.780725373039529,0.544814054599725,0.627638158795654,0.632359025171665,0.51583817517836,"VIC_LD"
"18","e2","l3",0.659080610714984,0.725366466568005,0.759639181437685,0.547935083821667,0.3328944835402,0.665009675124197,"VIC_LD"
"19","e2","l5",0.517032711679965,0.740437030377313,0.941375728595269,0.486829754195304,0.510429505991081,0.872182474653201,"VIC_LD"
"20","e2","l10",0.378499230023653,0.7168854711933,0.85835325708221,0.376907671007606,0.469686696445217,0.823968509513416,"VIC_LD"
"21","e2","l15",0.309759385783712,0.63816254601045,0.896132919906186,0.376274792515344,0.407920209563897,0.683881182629317,"VIC_LD"
"22","e3","l0",0.88479490113756,0.76941984686487,0.0890152649598245,0.796008637689242,0.826461582574703,0.137154795844265,"VIC_LD"
"23","e3","l1",0.763897281707718,0.727256681623903,0.069340640235689,0.673271429530926,0.467698181171387,0.357555794481565,"VIC_LD"
"24","e3","l2",0.694470918465037,0.68948381446504,0,0.587469906849735,0.598604911656261,0.54073044154215,"VIC_LD"
"25","e3","l3",0.619767565892289,0.650452107881346,0.548370957330043,0.514734011333938,0.301927229431333,0.68481015465923,"VIC_LD"
"26","e3","l5",0.474460684063873,0.647907471249292,0.533054682301273,0.456087541130034,0.46066739350329,0.895724154723424,"VIC_LD"
"27","e3","l10",0.334315506794376,0.651450139950093,0.582733017185935,0.352992727562315,0.422324685867025,0.848523790977875,"VIC_LD"
"28","e3","l15",0.279976341246135,0.553114054849318,0.490499577070264,0.34507014314665,0.350994668638826,0.703612765029156,"VIC_LD"
"29","e5","l0",0.83100285259796,0.608239191741517,0.384686621849351,0.713530173277779,0.830905595877075,0.199393877668264,"VIC_LD"
"30","e5","l1",0.720807979569961,0.570819431331217,0.192642596977523,0.617383054928467,0.466522701340715,0.410115909915684,"VIC_LD"
"31","e5","l2",0.639736023701913,0.498735874237469,0.243784381695672,0.51631424601145,0.606435795209799,0.595519682486697,"VIC_LD"
"32","e5","l3",0.571574942174735,0.500586969459928,0.715595724428722,0.462098974663448,0.296450474581083,0.746285456002529,"VIC_LD"
"33","e5","l5",0.426629929499437,0.447072273739132,0.758158768056564,0.405851904013719,0.506148020461701,0.94541412325415,"VIC_LD"
"34","e5","l10",0.284119474850053,0.476059797627661,0.806473235414701,0.285880565912566,0.449381334482011,0.894636532509501,"VIC_LD"
"35","e5","l15",0.23287705422523,0.437671311960355,0.652789726291513,0.291803291408503,0.380759901743,0.752258050898646,"VIC_LD"
"36","e10","l0",0.685182297452132,0.258291465992987,0.540864392254554,0.4638038324165,0.561505276540497,0.279794434724592,"VIC_LD"
"37","e10","l1",0.562365826038325,0.228256662750508,0.605784517081475,0.36864041756987,0.190555482705871,0.477964666194147,"VIC_LD"
"38","e10","l2",0.489114504344747,0.209461740736635,0.590989518794552,0.280944902585428,0.345218989698786,0.656715510072202,"VIC_LD"
"39","e10","l3",0.424186830753735,0.179374817421426,0.799550231658198,0.23303530599929,0.0486478299264804,0.807267745105137,"VIC_LD"
"40","e10","l5",0.27950136654751,0.175036912385254,0.694159802917931,0.183844005948363,0.197497602898401,1,"VIC_LD"
"41","e10","l10",0.153698280647667,0.187959909010246,0.793700779339171,0.0711374606170502,0.138385121433943,0.942861044758347,"VIC_LD"
"42","e10","l15",0.0896892884200134,0.132217173897006,0.678273287794609,0.0698622639397868,0.0889503083840548,0.809426915508756,"VIC_LD"
