,Fire_area,House_loss,Life_loss,Road_loss,Power_loss,TFI_burnt
0,1.0000000000000004,1.0000000000000004,0.8925129854556388,1.0,1.0000000000000004,0.0
1,0.894578645334215,0.9627662257208729,0.8476718681392157,0.8868591159803989,0.6429345044842885,0.21200295120081236
2,0.8130078992390386,0.9505928879568919,0.8224289971316239,0.7722179807521599,0.7557597568336907,0.413546573601713
3,0.7347440846463038,0.8987606819837075,0.8937979529582947,0.7113156788564643,0.4548469242230184,0.5721230555352896
4,0.5986392950281263,0.8972184610488712,0.9080875852582864,0.6174795721322144,0.6594936915851597,0.7817125425305644
5,0.4471584739437624,0.8400434863419672,1.0,0.5085863698228539,0.6110081194718271,0.7374687465065197
6,0.3843716375612405,0.7932756891316153,0.9847306846217379,0.5066505734764877,0.546061904261967,0.5969324652713609
7,0.964873332255145,0.9190532424235021,0.8615520574554836,0.9061878115023521,0.9431288945071175,0.030359898347334713
8,0.849776292202193,0.8394473975334384,0.8186474250341433,0.7955184787423568,0.5708377430582527,0.2714948185447631
9,0.7632469722294482,0.8037004262497947,0.7889331819360592,0.696633243887498,0.707024394218589,0.46516408581707513
10,0.6902158488378589,0.7884784536935001,0.9274865056379866,0.6186597323173433,0.39031048506646737,0.6226541167562307
11,0.542771018660106,0.7794221151816787,0.941009203896229,0.5413295321209128,0.5856905390512868,0.8258390691504209
12,0.40401368670585125,0.7301274070804089,0.9753934912634179,0.4290900355213658,0.5560666965210821,0.7857544013548807
13,0.33854075387733085,0.691820178674627,0.9651806969738033,0.43322281669355966,0.4734305118465403,0.6442588369334996
14,0.925630580318721,0.827440086158453,0.6676233043383206,0.847347419680752,0.87319226756328,0.09357228849659038
15,0.810376983481611,0.7679259410190431,0.7021849108701019,0.7332206307820965,0.508108288200257,0.3248702383693902
16,0.7352902892968878,0.7807253730395298,0.5448140545997262,0.6276381587956541,0.6323590251716653,0.5158381751783595
17,0.6590806107149838,0.7253664665680053,0.7596391814376773,0.5479350838216668,0.33289448354020035,0.6650096751241974
18,0.5170327116799651,0.740437030377314,0.9413757285952613,0.48682975419530417,0.5104295059910808,0.8721824746532008
19,0.37849923002365404,0.7168854711933004,0.8583532570822001,0.3769076710076056,0.4696866964452169,0.8239685095134155
20,0.3097593857837122,0.6381625460104496,0.8961329199061794,0.376274792515344,0.4079202095638972,0.6838811826293172
21,0.8847949011375604,0.7694198468648703,0.08901526495982637,0.7960086376892419,0.8264615825747041,0.1371547958442647
22,0.7638972817077185,0.7272566816239023,0.06934064023567998,0.6732714295309266,0.4676981811713876,0.3575557944815656
23,0.6944709184650368,0.6894838144650404,0.0,0.5874699068497353,0.5986049116562611,0.54073044154215
24,0.619767565892289,0.650452107881347,0.5483709573300359,0.514734011333938,0.30192722943133266,0.6848101546592302
25,0.4744606840638732,0.6479074712492925,0.5330546823012696,0.4560875411300338,0.46066739350328945,0.8957241547234238
26,0.3343155067943764,0.6514501399500934,0.5827330171859302,0.35299272756231437,0.42232468586702465,0.8485237909778749
27,0.27997634124613446,0.5531140548493187,0.4904995770702669,0.34507014314665074,0.3509946686388261,0.7036127650291557
28,0.8310028525979605,0.6082391917415171,0.38468662184935454,0.7135301732777792,0.8309055958770748,0.19939387766826377
29,0.7208079795699613,0.5708194313312172,0.19264259697752095,0.6173830549284673,0.46652270134071516,0.41011590991568425
30,0.639736023701913,0.49873587423746946,0.24378438169567573,0.5163142460114503,0.6064357952097992,0.5955196824866971
31,0.5715749421747347,0.5005869694599285,0.7155957244287237,0.46209897466344874,0.2964504745810843,0.7462854560025289
32,0.42662992949943757,0.44707227373913216,0.7581587680565605,0.4058519040137192,0.5061480204617022,0.9454141232541498
33,0.2841194748500526,0.47605979762766193,0.8064732354146997,0.2858805659125663,0.44938133448201123,0.8946365325095011
34,0.23287705422522986,0.43767131196035525,0.6527897262915161,0.2918032914085025,0.38075990174300056,0.7522580508986456
35,0.685182297452132,0.25829146599298713,0.540864392254548,0.4638038324165006,0.5615052765404975,0.27979443472459187
36,0.562365826038326,0.22825666275050827,0.6057845170814744,0.3686404175698703,0.19055548270587064,0.47796466619414657
37,0.48911450434474757,0.20946174073663482,0.5909895187945438,0.28094490258542804,0.3452189896987865,0.6567155100722015
38,0.42418683075373576,0.1793748174214267,0.7995502316582019,0.23303530599929045,0.04864782992648076,0.8072677451051371
39,0.2795013665475108,0.17503691238525443,0.6941598029179232,0.18384400594836392,0.19749760289840212,1.0
40,0.1536982806476681,0.18795990901024595,0.7937007793391757,0.07113746061705029,0.13838512143394333,0.9428610447583472
41,0.08968928842001356,0.13221717389700638,0.6782732877945961,0.06986226393978656,0.08895030838405482,0.8094269155087557
42,0.5886185480258681,0.13947078219883835,0.5049467547098772,0.35274653534162104,0.5198341861706255,0.2901009741427679
43,0.4659105713030671,0.08319147606952981,0.5889812402266728,0.2891595308185453,0.1446723199336475,0.4909848786597303
44,0.38297081993018267,0.05730380696432391,0.5876560713237637,0.1964936336518297,0.28210278660133126,0.6647016956156298
45,0.3245848077518638,0.057478896355596554,0.680452441416648,0.13649147443109366,0.0,0.8077626992234563
46,0.18105762141501724,0.023595860545126968,0.7010835623079572,0.09493712496750395,0.16263564643909856,0.9872069323834016
47,0.05812259306217005,0.0,0.6324245714117183,0.0,0.09865973381191395,0.9409043373461059
48,0.0,0.0021573180206524434,0.717992891050983,0.001756970936407809,0.04917784352741972,0.803890918492097
