GCM,RCM,Edge_Treatment,Landscape_Treatment,Fire_area,House_loss,Life_loss,Road_loss,Power_loss,TFI_burnt,region
MIROC3.2,R3,e2,l3,569.9662243,0.388305093,0.228633722,4013.200571,20.79337624,73.44191105,NSW_SEC
MIROC3.2,R3,e2,l5,474.9879053,0.387132335,0.22540165,3067.73361,20.79575431,77.28492057,NSW_SEC
MIROC3.2,R3,e2,l10,434.077837,0.378135888,0.226665354,2453.382124,20.79773782,81.74837911,NSW_SEC
MIROC3.2,R3,e2,l15,420.8930389,0.372072969,0.225165916,2313.042315,20.79896293,77.33855267,NSW_SEC
MIROC3.2,R3,e3,l0,698.6356044,0.387939501,0.227199502,5977.528614,20.7892864,52.78789027,NSW_SEC
MIROC3.2,R3,e3,l1,642.886549,0.386171038,0.22544356,4935.562181,20.79105652,62.1416054,NSW_SEC
MIROC3.2,R3,e3,l2,591.5678413,0.388202026,0.226541764,4309.656212,20.79288497,67.37005506,NSW_SEC
MIROC3.2,R3,e3,l3,556.3506956,0.378343797,0.224783251,3818.615162,20.79350213,74.32379562,NSW_SEC
MIROC3.2,R3,e3,l5,463.4518359,0.371834143,0.222118219,2899.437816,20.79584489,78.94947838,NSW_SEC
MIROC3.2,R3,e3,l10,420.899136,0.365160575,0.221434485,2304.864411,20.79797732,81.58649283,NSW_SEC
MIROC3.2,R3,e3,l15,408.9760779,0.363865725,0.220755618,2141.833921,20.79913181,77.11819783,NSW_SEC
MIROC3.2,R3,e5,l0,666.6872895,0.335827154,0.218933929,5641.459407,20.78915744,53.7803988,NSW_SEC
MIROC3.2,R3,e5,l1,608.1487256,0.32961026,0.21860163,4611.432924,20.79077096,62.92882901,NSW_SEC
MIROC3.2,R3,e5,l2,561.9670936,0.329364044,0.217650435,4063.73236,20.79240444,69.34921329,NSW_SEC
MIROC3.2,R3,e5,l3,521.6048749,0.329147181,0.217169315,3532.71096,20.79333633,74.97184626,NSW_SEC
MIROC3.2,R3,e5,l5,433.0627816,0.325650425,0.216798191,2644.946881,20.79546876,78.21205048,NSW_SEC
MIROC3.2,R3,e5,l10,392.8587818,0.32011225,0.216024876,2086.357083,20.797288,82.0424831,NSW_SEC
MIROC3.2,R3,e5,l15,378.9666917,0.31732129,0.215924128,1956.096559,20.79825212,77.24678309,NSW_SEC
MIROC3.2,R3,e10,l0,615.1928401,0.294194711,0.214644337,5192.889559,20.79296634,52.00220242,NSW_SEC
MIROC3.2,R3,e10,l1,561.0214351,0.290887405,0.213825462,4162.55384,20.79414539,61.1287017,NSW_SEC
MIROC3.2,R3,e10,l2,514.1808552,0.293461954,0.213716459,3677.005663,20.7950435,65.01937196,NSW_SEC
MIROC3.2,R3,e10,l3,473.7591003,0.289820911,0.213380403,3160.907123,20.79539353,72.75129688,NSW_SEC
MIROC3.2,R3,e10,l5,393.7571543,0.289841879,0.213181028,2291.958654,20.79665549,75.38031151,NSW_SEC
MIROC3.2,R3,e10,l10,361.8447666,0.287756092,0.213203124,1794.57811,20.7979113,77.9708763,NSW_SEC
MIROC3.2,R3,e10,l15,352.430027,0.287347396,0.212869009,1676.082476,20.79870655,73.49948759,NSW_SEC
MIROC3.2,R3,e15,l0,588.5851439,0.276328296,0.211380548,4952.922626,20.7946689,48.21560426,NSW_SEC
MIROC3.2,R3,e15,l1,532.7978928,0.275890995,0.211163249,3923.803994,20.79539507,57.56807704,NSW_SEC
MIROC3.2,R3,e15,l2,491.4146377,0.275044569,0.211141682,3430.49368,20.79620567,61.67996186,NSW_SEC
MIROC3.2,R3,e15,l3,454.0358759,0.274955002,0.210917627,2933.931539,20.79639296,68.46260475,NSW_SEC
MIROC3.2,R3,e15,l5,375.5688962,0.274226211,0.210878112,2117.386057,20.79708228,70.69959888,NSW_SEC
MIROC3.2,R3,e15,l10,346.127333,0.273494951,0.210840733,1650.358743,20.79795122,73.24955256,NSW_SEC
MIROC3.2,R3,e15,l15,337.2625463,0.272348452,0.210737054,1564.235424,20.79859141,69.50785245,NSW_SEC
CCCMA3.1,R1,e0,l0,810.1053378,1.54732155,0.86911629,6562.67415,390.8477305,8.894073527,ACT
CCCMA3.1,R1,e0,l1,694.4149416,1.447700521,0.76340339,5443.944061,312.3634184,14.82069711,ACT
CCCMA3.1,R1,e0,l2,589.0596699,1.180736071,0.634803747,4322.444944,261.6386112,18.39846016,ACT
CCCMA3.1,R1,e0,l3,516.0806045,1.318662862,0.718379489,3634.154397,218.8424773,19.37457401,ACT
CCCMA3.1,R1,e0,l5,445.4573549,1.106474331,0.611070083,2864.226957,199.6024373,22.5374323,ACT
CCCMA3.1,R1,e0,l10,363.6467677,1.004870156,0.518163726,2282.879287,170.7344634,21.84615612,ACT
CCCMA3.1,R1,e0,l15,315.7467315,1.100675006,0.574416573,1987.487578,159.2879334,19.52006267,ACT
CCCMA3.1,R1,e1,l0,806.0438244,1.487575298,0.802986724,6534.318342,386.7214221,9.424370156,ACT
CCCMA3.1,R1,e1,l1,694.3181051,1.390154336,0.742314477,5425.616017,306.9678349,15.49004347,ACT
CCCMA3.1,R1,e1,l2,583.0789892,1.152811595,0.650635526,4289.529749,260.667538,19.36956734,ACT
CCCMA3.1,R1,e1,l3,518.1571354,1.257437416,0.69675567,3607.319822,215.0043424,20.42296802,ACT
CCCMA3.1,R1,e1,l5,440.0514269,1.114152214,0.6057548,2838.978431,198.2115675,23.1143419,ACT
CCCMA3.1,R1,e1,l10,358.9488005,0.97376291,0.483687804,2261.312588,169.6828405,22.27506339,ACT
CCCMA3.1,R1,e1,l15,313.8742941,1.021534757,0.568787788,1971.303044,158.4352196,20.21650502,ACT
CCCMA3.1,R1,e2,l0,808.200946,1.430779095,0.825669537,6524.990028,390.1634028,9.775677681,ACT
CCCMA3.1,R1,e2,l1,696.3941888,1.281499987,0.689296726,5408.319055,308.0890866,15.88543554,ACT
CCCMA3.1,R1,e2,l2,587.2279497,1.104218718,0.592347115,4300.503684,257.7941548,19.35166354,ACT
CCCMA3.1,R1,e2,l3,518.4675488,1.206584488,0.656187942,3593.503964,216.8260727,20.2343111,ACT
CCCMA3.1,R1,e2,l5,444.7380869,1.052580791,0.605681203,2820.963883,195.9078313,23.06518272,ACT
CCCMA3.1,R1,e2,l10,362.8795068,0.956747761,0.512143275,2245.14203,168.2038889,22.27707139,ACT
CCCMA3.1,R1,e2,l15,318.122907,0.984459344,0.516571571,1927.906022,157.1033721,20.04019652,ACT
CCCMA3.1,R1,e3,l0,799.0822782,1.401331476,0.849730579,6452.82449,383.6209183,10.50974847,ACT
CCCMA3.1,R1,e3,l1,684.5726866,1.227359603,0.637102868,5363.841034,304.8154651,16.788997,ACT
CCCMA3.1,R1,e3,l2,576.1491803,1.069479455,0.598951091,4244.513871,255.7052412,20.30957672,ACT
CCCMA3.1,R1,e3,l3,514.9274742,1.215540044,0.643944424,3543.913765,213.2996317,21.41042123,ACT
CCCMA3.1,R1,e3,l5,435.9931073,1.097729969,0.613612079,2775.377065,193.6464374,23.81173614,ACT
CCCMA3.1,R1,e3,l10,353.9987536,0.996060219,0.542314784,2219.79035,165.8112546,23.02359054,ACT
CCCMA3.1,R1,e3,l15,314.7712989,0.954233715,0.524447035,1926.423761,153.5847212,20.82865304,ACT
CCCMA3.1,R1,e5,l0,792.7035472,1.297599916,0.735401021,6410.356551,384.596706,11.38713113,ACT
CCCMA3.1,R1,e5,l1,678.4011117,1.083288729,0.612641227,5290.370178,303.5094891,17.51931477,ACT
CCCMA3.1,R1,e5,l2,578.3092335,1.081333325,0.605448484,4174.886518,252.9362094,21.03450031,ACT
CCCMA3.1,R1,e5,l3,504.2649613,0.956138781,0.52674113,3474.854845,208.1771048,21.72875274,ACT
CCCMA3.1,R1,e5,l5,426.6451918,0.908062824,0.502243883,2731.910782,192.8362552,24.47100376,ACT
CCCMA3.1,R1,e5,l10,348.0422038,0.865866978,0.509672015,2152.132822,163.1348757,23.42950984,ACT
CCCMA3.1,R1,e5,l15,303.1979651,0.873870866,0.476747731,1874.819644,150.8871357,21.35002996,ACT
CCCMA3.1,R1,e10,l0,776.4197197,0.537197408,0.265051309,6330.124726,377.1373318,12.37923338,ACT
CCCMA3.1,R1,e10,l1,674.1859109,0.504407127,0.255295387,5225.788456,299.0464133,18.08748915,ACT
CCCMA3.1,R1,e10,l2,569.0891327,0.498559736,0.251414708,4132.847265,248.3368763,21.3027132,ACT
CCCMA3.1,R1,e10,l3,491.5755566,0.494214271,0.24770516,3435.858876,207.4266311,21.90900238,ACT
CCCMA3.1,R1,e10,l5,420.6616907,0.465360242,0.240944976,2666.004443,191.4382585,24.57086331,ACT
CCCMA3.1,R1,e10,l10,346.6987726,0.44917222,0.238399404,2133.181545,160.8888309,24.00870929,ACT
CCCMA3.1,R1,e10,l15,299.5480743,0.437921223,0.235606269,1852.943454,148.6080016,21.32538237,ACT
CCCMA3.1,R1,e15,l0,782.8590099,0.507463159,0.285109026,6291.651699,376.2639031,13.44015967,ACT
CCCMA3.1,R1,e15,l1,672.7686413,0.510014317,0.264498882,5196.142084,297.624898,19.06502868,ACT
CCCMA3.1,R1,e15,l2,566.7135037,0.479335827,0.259648619,4083.449659,246.6092206,22.40877028,ACT
CCCMA3.1,R1,e15,l3,493.3516703,0.466070416,0.249323464,3421.685389,205.4048783,22.54756945,ACT
CCCMA3.1,R1,e15,l5,427.2252042,0.448770896,0.243917033,2662.893483,190.347892,25.36970963,ACT
CCCMA3.1,R1,e15,l10,351.2897554,0.432676038,0.242644727,2105.694897,159.2316019,24.48330789,ACT
CCCMA3.1,R1,e15,l15,297.5559488,0.422587142,0.236774786,1830.463135,145.9101085,22.05869324,ACT
CCCMA3.1,R2,e0,l0,829.4015408,1.575371552,0.883126475,6752.348979,401.5926496,8.977684225,ACT
CCCMA3.1,R2,e0,l1,709.6092553,1.474129009,0.772443144,5581.552287,320.2604919,15.05749013,ACT
CCCMA3.1,R2,e0,l2,601.8573646,1.204924646,0.644214726,4419.472055,268.0982551,18.71364357,ACT
CCCMA3.1,R2,e0,l3,526.7972986,1.341446062,0.727398328,3709.514991,224.1110915,19.69462894,ACT
CCCMA3.1,R2,e0,l5,454.4726544,1.124918521,0.617901899,2926.556817,204.4816991,22.9463458,ACT
CCCMA3.1,R2,e0,l10,370.8552899,1.023342224,0.524838636,2335.290793,174.8630757,22.19400694,ACT
CCCMA3.1,R2,e0,l15,321.5402686,1.117760987,0.580597469,2031.88977,163.1959652,19.77144931,ACT
CCCMA3.1,R2,e1,l0,825.3087363,1.514622084,0.817912931,6722.804371,397.3501998,9.518564854,ACT
CCCMA3.1,R2,e1,l1,709.5887622,1.415124397,0.75118334,5562.834578,314.7254806,15.74447466,ACT
CCCMA3.1,R2,e1,l2,595.6945959,1.176065025,0.661039118,4385.716561,267.2144405,19.70285416,ACT
CCCMA3.1,R2,e1,l3,529.1731589,1.279883486,0.705292433,3681.972482,220.2225258,20.76286794,ACT
CCCMA3.1,R2,e1,l5,448.8526258,1.132088861,0.612354508,2900.709612,203.0610799,23.5314655,ACT
CCCMA3.1,R2,e1,l10,366.2080142,0.994296734,0.492659992,2313.352827,173.8438732,22.62831019,ACT
CCCMA3.1,R2,e1,l15,319.6435371,1.038175362,0.575437853,2015.856722,162.2784586,20.4813183,ACT
CCCMA3.1,R2,e2,l0,827.1561072,1.454994167,0.838262369,6713.290865,400.8811012,9.876181252,ACT
CCCMA3.1,R2,e2,l1,711.6634184,1.305625791,0.696556594,5545.837503,315.8925971,16.14397438,ACT
CCCMA3.1,R2,e2,l2,599.7232013,1.128559397,0.602573627,4397.817544,264.206203,19.67799549,ACT
CCCMA3.1,R2,e2,l3,529.243484,1.22739758,0.665845093,3667.258357,222.1207615,20.56842728,ACT
CCCMA3.1,R2,e2,l5,453.4142445,1.072514801,0.612242785,2881.556467,200.7141293,23.47978764,ACT
CCCMA3.1,R2,e2,l10,369.9190839,0.9750418,0.518584765,2297.403762,172.2439524,22.6216975,ACT
CCCMA3.1,R2,e2,l15,323.9670578,0.999811962,0.523710219,1971.033248,161.0429403,20.30882548,ACT
CCCMA3.1,R2,e3,l0,818.1348718,1.426999562,0.86418821,6636.624915,394.1649267,10.62155465,ACT
CCCMA3.1,R2,e3,l1,699.5842751,1.252854739,0.648013813,5498.486413,312.6205988,17.06276124,ACT
CCCMA3.1,R2,e3,l2,588.437662,1.09217126,0.610888486,4339.2222,262.1490936,20.65470934,ACT
CCCMA3.1,R2,e3,l3,525.4790256,1.236889165,0.654400722,3615.258101,218.4588641,21.75657392,ACT
CCCMA3.1,R2,e3,l5,444.3467979,1.117002459,0.621378438,2833.735571,198.4152951,24.23825781,ACT
CCCMA3.1,R2,e3,l10,361.1648927,1.012253292,0.5480362,2271.293755,169.9626353,23.39624278,ACT
CCCMA3.1,R2,e3,l15,320.4459582,0.968428418,0.52941263,1968.682869,157.4325576,21.09746143,ACT
CCCMA3.1,R2,e5,l0,811.6774998,1.321570994,0.747042719,6594.706704,395.2791422,11.51992082,ACT
CCCMA3.1,R2,e5,l1,693.2151801,1.105609015,0.620834242,5424.18422,311.2635707,17.80890684,ACT
CCCMA3.1,R2,e5,l2,590.6115896,1.101642604,0.61524978,4267.771403,259.4192136,21.38742264,ACT
CCCMA3.1,R2,e5,l3,514.8601858,0.973822664,0.534575968,3545.071297,213.3433152,22.08535205,ACT
CCCMA3.1,R2,e5,l5,435.1699319,0.926852208,0.507682693,2790.138024,197.6359753,24.8944364,ACT
CCCMA3.1,R2,e5,l10,354.9428395,0.878229361,0.513514972,2201.053564,167.2183233,23.80245981,ACT
CCCMA3.1,R2,e5,l15,308.9000564,0.887927066,0.482416258,1916.683992,154.7098396,21.62949603,ACT
CCCMA3.1,R2,e10,l0,794.9911362,0.546170009,0.267276921,6510.817304,387.5265072,12.53567784,ACT
CCCMA3.1,R2,e10,l1,688.8610261,0.512465514,0.257020577,5357.258958,306.7968994,18.38553703,ACT
CCCMA3.1,R2,e10,l2,581.3266353,0.505684268,0.253019043,4225.611597,254.6695099,21.66195623,ACT
CCCMA3.1,R2,e10,l3,501.8062594,0.501457364,0.249155749,3504.492396,212.5983404,22.26179365,ACT
CCCMA3.1,R2,e10,l5,429.0064697,0.471966832,0.242270198,2723.492675,196.2786401,24.99143031,ACT
CCCMA3.1,R2,e10,l10,353.8419341,0.455804445,0.239756405,2182.456402,164.9720345,24.3806958,ACT
CCCMA3.1,R2,e10,l15,305.2642051,0.444075222,0.236844757,1895.214152,152.3999477,21.60286595,ACT
CCCMA3.1,R2,e15,l0,801.439194,0.515837858,0.287753192,6471.818257,386.6792449,13.59623749,ACT
CCCMA3.1,R2,e15,l1,687.2067532,0.51863508,0.266342554,5326.591723,305.298747,19.37116964,ACT
CCCMA3.1,R2,e15,l2,578.4681357,0.486423699,0.261246172,4173.957173,252.8164079,22.76987565,ACT
CCCMA3.1,R2,e15,l3,503.6855256,0.472962815,0.250788951,3491.853994,210.4861989,22.90597885,ACT
CCCMA3.1,R2,e15,l5,435.3766276,0.454984283,0.245170721,2720.418772,195.1301424,25.8020196,ACT
CCCMA3.1,R2,e15,l10,357.928854,0.438515372,0.243905135,2154.713509,163.2652187,24.87013453,ACT
CCCMA3.1,R2,e15,l15,302.8073817,0.428324642,0.237927097,1870.929115,149.5621102,22.33860112,ACT
CCCMA3.1,R3,e0,l0,841.7367353,1.591839291,0.892554818,6860.737101,408.05583,9.040224063,ACT
CCCMA3.1,R3,e0,l1,719.5818252,1.48893837,0.779142647,5665.832638,324.8941329,15.2255718,ACT
CCCMA3.1,R3,e0,l2,610.3549967,1.218412413,0.650032236,4483.288682,271.9253528,18.93840783,ACT
CCCMA3.1,R3,e0,l3,534.1550558,1.355746863,0.733775614,3760.154013,227.2540169,19.92102907,ACT
CCCMA3.1,R3,e0,l5,460.6867538,1.134847136,0.621807541,2968.073407,207.3835474,23.21836251,ACT
CCCMA3.1,R3,e0,l10,375.8019947,1.033367919,0.528984646,2369.122124,177.244418,22.43278119,ACT
CCCMA3.1,R3,e0,l15,325.4910514,1.126275741,0.584036799,2060.922798,165.4099875,19.95400143,ACT
CCCMA3.1,R3,e1,l0,837.5440024,1.530250191,0.82806425,6830.788794,403.7571741,9.585519643,ACT
CCCMA3.1,R3,e1,l1,719.698563,1.429637716,0.7567375,5646.848949,319.3076437,15.92194818,ACT
CCCMA3.1,R3,e1,l2,604.1030573,1.188508583,0.667167953,4448.855345,271.0553714,19.94393317,ACT
CCCMA3.1,R3,e1,l3,536.6812937,1.293212412,0.710971535,3732.321584,223.3407621,21.00514846,ACT
CCCMA3.1,R3,e1,l5,454.9915833,1.141603791,0.616469207,2941.503082,205.9378703,23.80928758,ACT
CCCMA3.1,R3,e1,l10,371.1442574,1.006104431,0.497880214,2346.889381,176.2865359,22.86498093,ACT
CCCMA3.1,R3,e1,l15,323.6155532,1.046967745,0.578557931,2044.766695,164.5139203,20.67368462,ACT
CCCMA3.1,R3,e2,l0,839.278858,1.468660143,0.846082048,6821.485709,407.3691643,9.948365486,ACT
CCCMA3.1,R3,e2,l1,721.6986974,1.318835519,0.70050607,5630.313438,320.4869338,16.32601419,ACT
CCCMA3.1,R3,e2,l2,608.1345225,1.14224706,0.609139114,4461.803648,268.0313766,19.91534717,ACT
CCCMA3.1,R3,e2,l3,536.5962129,1.239780107,0.672251503,3717.275122,225.2535955,20.80478381,ACT
CCCMA3.1,R3,e2,l5,459.4551021,1.083679968,0.616309113,2922.336382,203.5614861,23.75571404,ACT
CCCMA3.1,R3,e2,l10,374.7949681,0.984446445,0.522006837,2331.065432,174.5792133,22.8547515,ACT
CCCMA3.1,R3,e2,l15,327.9492641,1.007079747,0.527220225,1998.889507,163.2428304,20.50207656,ACT
CCCMA3.1,R3,e3,l0,830.3149537,1.442377459,0.87321497,6742.678476,400.5147118,10.6976432,ACT
CCCMA3.1,R3,e3,l1,709.3723942,1.267568645,0.655451593,5581.423524,317.1690651,17.25560053,ACT
CCCMA3.1,R3,e3,l2,596.6993833,1.104348379,0.617512139,4402.117522,266.0251629,20.89723459,ACT
CCCMA3.1,R3,e3,l3,532.7249512,1.250331696,0.661647427,3664.19298,221.5300641,21.99915325,ACT
CCCMA3.1,R3,e3,l5,450.1243783,1.128503235,0.626475073,2873.656458,201.2193863,24.51538904,ACT
CCCMA3.1,R3,e3,l10,366.0255808,1.020416032,0.550372498,2304.438409,172.3726215,23.64374231,ACT
CCCMA3.1,R3,e3,l15,324.3388155,0.975395943,0.531426523,1996.612673,159.5873973,21.28844155,ACT
CCCMA3.1,R3,e5,l0,823.6984081,1.335763362,0.754791429,6701.095388,401.7414534,11.61079245,ACT
CCCMA3.1,R3,e5,l1,702.9933743,1.118375374,0.625605076,5506.070433,315.8038433,18.01215482,ACT
CCCMA3.1,R3,e5,l2,598.854791,1.111639744,0.619999098,4329.334363,263.2770869,21.63906867,ACT
CCCMA3.1,R3,e5,l3,522.090303,0.984054888,0.540321889,3593.683634,216.4102721,22.33490168,ACT
CCCMA3.1,R3,e5,l5,441.088214,0.9376084,0.510910358,2829.516066,200.4659532,25.17376112,ACT
CCCMA3.1,R3,e5,l10,359.7306977,0.883016994,0.514636786,2233.043973,169.589305,24.05633866,ACT
CCCMA3.1,R3,e5,l15,312.7899778,0.894776278,0.485054645,1944.174315,156.8628811,21.8310174,ACT
CCCMA3.1,R3,e10,l0,806.7782432,0.551155881,0.268603774,6615.276269,393.8588764,12.64215413,ACT
CCCMA3.1,R3,e10,l1,698.5939063,0.516917958,0.258121828,5438.560337,311.3595215,18.59419286,ACT
CCCMA3.1,R3,e10,l2,589.4633402,0.509617762,0.254030663,4287.041135,258.4784289,21.92023055,ACT
CCCMA3.1,R3,e10,l3,508.7891952,0.505609645,0.250106419,3552.104983,215.6936381,22.50898796,ACT
CCCMA3.1,R3,e10,l5,434.7790491,0.47565954,0.24312703,2762.39877,199.1674157,25.27377978,ACT
CCCMA3.1,R3,e10,l10,358.6162358,0.459371935,0.240604309,2214.279486,167.3801324,24.62999533,ACT
CCCMA3.1,R3,e10,l15,309.096265,0.447467171,0.23764569,1922.651443,154.5794135,21.80116481,ACT
CCCMA3.1,R3,e15,l0,813.1603734,0.520959362,0.289815508,6575.643965,392.9507154,13.70321619,ACT
CCCMA3.1,R3,e15,l1,696.745367,0.524530253,0.267645191,5407.18818,309.7703042,19.58718875,ACT
CCCMA3.1,R3,e15,l2,586.3022549,0.490606825,0.262332831,4234.056515,256.4982333,23.02923406,ACT
CCCMA3.1,R3,e15,l3,510.6502354,0.47686336,0.25177305,3539.447731,213.4753824,23.16114131,ACT
CCCMA3.1,R3,e15,l5,440.9913319,0.458567657,0.245981853,2759.14382,197.9168868,26.08879965,ACT
CCCMA3.1,R3,e15,l10,362.4644817,0.441772424,0.244711411,2186.136869,165.5968209,25.13140742,ACT
CCCMA3.1,R3,e15,l15,306.4502682,0.43149968,0.238671898,1897.531378,151.5568146,22.54573375,ACT
CSIRO-MK3.0,R1,e0,l0,832.754378,1.576120795,0.886569136,6745.111405,402.0828635,9.014841674,ACT
CSIRO-MK3.0,R1,e0,l1,712.6317614,1.473574059,0.775797246,5585.496199,320.1311879,15.14724497,ACT
CSIRO-MK3.0,R1,e0,l2,604.7848654,1.204644695,0.645319814,4430.880577,268.1797057,18.83509142,ACT
CSIRO-MK3.0,R1,e0,l3,529.8819613,1.345309318,0.73049047,3719.71595,224.26974,19.80957942,ACT
CSIRO-MK3.0,R1,e0,l5,457.3103559,1.124119534,0.61810142,2936.730667,204.7633552,23.06297051,ACT
CSIRO-MK3.0,R1,e0,l10,373.130301,1.023205052,0.526237383,2342.674993,174.9289594,22.3188132,ACT
CSIRO-MK3.0,R1,e0,l15,323.2299755,1.11557553,0.580897442,2038.916829,163.2019054,19.8844275,ACT
CSIRO-MK3.0,R1,e1,l0,828.4543509,1.514812485,0.822139631,6716.131499,397.8640453,9.553143266,ACT
CSIRO-MK3.0,R1,e1,l1,712.8919604,1.415774651,0.75173336,5566.705013,314.678065,15.83359219,ACT
CSIRO-MK3.0,R1,e1,l2,598.6404729,1.174328308,0.661560886,4396.552874,267.2264407,19.84137258,ACT
CSIRO-MK3.0,R1,e1,l3,532.2683626,1.28180654,0.707240668,3692.518079,220.4167348,20.8913114,ACT
CSIRO-MK3.0,R1,e1,l5,451.7938699,1.130964191,0.613608216,2909.760627,203.312062,23.65207001,ACT
CSIRO-MK3.0,R1,e1,l10,368.4004417,0.996217685,0.493831826,2320.526387,174.0443245,22.73855735,ACT
CSIRO-MK3.0,R1,e1,l15,321.4208374,1.037387311,0.574222882,2022.403471,162.4299037,20.60227834,ACT
CSIRO-MK3.0,R1,e2,l0,830.4198998,1.454039181,0.839517847,6707.515522,401.4767546,9.915432452,ACT
CSIRO-MK3.0,R1,e2,l1,714.7938574,1.304188371,0.695260086,5550.908758,315.8098898,16.23939486,ACT
CSIRO-MK3.0,R1,e2,l2,602.8657771,1.12864112,0.60441839,4409.507766,264.3755209,19.8163537,ACT
CSIRO-MK3.0,R1,e2,l3,532.2582587,1.229012259,0.668170121,3678.131612,222.2384966,20.6893976,ACT
CSIRO-MK3.0,R1,e2,l5,456.2752563,1.073149678,0.613453755,2892.225747,200.9661116,23.59870838,ACT
CSIRO-MK3.0,R1,e2,l10,372.2429581,0.97359788,0.518385072,2304.865081,172.3148444,22.73464939,ACT
CSIRO-MK3.0,R1,e2,l15,325.7030635,0.996700447,0.522879314,1976.972482,160.9845235,20.42682503,ACT
CSIRO-MK3.0,R1,e3,l0,821.4331115,1.428634579,0.866107235,6631.353377,394.6737954,10.65446519,ACT
CSIRO-MK3.0,R1,e3,l1,702.3930582,1.253455093,0.650952987,5503.321353,312.4493444,17.16541199,ACT
CSIRO-MK3.0,R1,e3,l2,591.4568122,1.090623456,0.610661898,4351.772493,262.4459081,20.77957171,ACT
CSIRO-MK3.0,R1,e3,l3,528.5228808,1.240737226,0.658091405,3626.742895,218.6103707,21.8759763,ACT
CSIRO-MK3.0,R1,e3,l5,446.9489006,1.119594087,0.623692939,2845.308929,198.6200409,24.34398069,ACT
CSIRO-MK3.0,R1,e3,l10,363.3176114,1.010494577,0.545981785,2278.406982,170.1212168,23.50882925,ACT
CSIRO-MK3.0,R1,e3,l15,322.1928578,0.966121993,0.527549977,1975.966196,157.398909,21.20890975,ACT
CSIRO-MK3.0,R1,e5,l0,814.7052764,1.322729692,0.749637955,6590.165342,395.8897711,11.56203385,ACT
CSIRO-MK3.0,R1,e5,l1,696.2973937,1.10576038,0.620581332,5427.870131,311.1318365,17.91692327,ACT
CSIRO-MK3.0,R1,e5,l2,593.6107402,1.09790324,0.613205955,4279.613085,259.6372991,21.5260714,ACT
CSIRO-MK3.0,R1,e5,l3,517.8443288,0.974350372,0.537848306,3557.836895,213.5121415,22.20933676,ACT
CSIRO-MK3.0,R1,e5,l5,437.9522787,0.928173333,0.508134114,2800.83059,197.8568349,25.0101013,ACT
CSIRO-MK3.0,R1,e5,l10,357.2680844,0.872785753,0.510717198,2209.006228,167.3639506,23.93109983,ACT
CSIRO-MK3.0,R1,e5,l15,310.6085454,0.88574691,0.481218437,1923.641788,154.7034424,21.7536111,ACT
CSIRO-MK3.0,R1,e10,l0,797.9435554,0.545860604,0.267432866,6506.312944,388.2266504,12.58450746,ACT
CSIRO-MK3.0,R1,e10,l1,692.0453039,0.512200736,0.257310714,5362.916219,306.7868202,18.49428142,ACT
CSIRO-MK3.0,R1,e10,l2,584.1315524,0.505369659,0.25326275,4237.56954,254.9864152,21.80936912,ACT
CSIRO-MK3.0,R1,e10,l3,504.6323357,0.50160369,0.249457461,3516.737757,212.8517875,22.38393015,ACT
CSIRO-MK3.0,R1,e10,l5,431.667119,0.472036722,0.242562512,2734.417908,196.628836,25.11873291,ACT
CSIRO-MK3.0,R1,e10,l10,355.8188536,0.455596947,0.240016056,2189.639116,165.2508792,24.49767216,ACT
CSIRO-MK3.0,R1,e10,l15,306.8200832,0.444060348,0.23715116,1901.74406,152.5393503,21.72118625,ACT
CSIRO-MK3.0,R1,e15,l0,804.2572661,0.517056478,0.289283645,6466.839562,387.2003345,13.64655793,ACT
CSIRO-MK3.0,R1,e15,l1,690.232702,0.521691104,0.266980391,5332.236807,305.1583035,19.48863119,ACT
CSIRO-MK3.0,R1,e15,l2,581.1592971,0.487069838,0.261652666,4185.745891,252.9728665,22.91810147,ACT
CSIRO-MK3.0,R1,e15,l3,506.3867231,0.473208774,0.25117984,3502.514976,210.5840991,23.04171526,ACT
CSIRO-MK3.0,R1,e15,l5,437.8996092,0.455439673,0.245445928,2730.910619,195.2917238,25.92585218,ACT
CSIRO-MK3.0,R1,e15,l10,359.9635742,0.438664318,0.24415547,2161.473049,163.4139014,24.99902285,ACT
CSIRO-MK3.0,R1,e15,l15,304.4782758,0.42847399,0.23821178,1877.782153,149.3976816,22.47686901,ACT
CSIRO-MK3.0,R2,e0,l0,846.5793923,1.595519602,0.896172634,6884.316645,409.8372615,9.075490469,ACT
CSIRO-MK3.0,R2,e0,l1,723.8217643,1.491148587,0.782544685,5691.84059,325.985702,15.31034346,ACT
CSIRO-MK3.0,R2,e0,l2,614.0733687,1.220483205,0.65158283,4507.788481,272.902403,19.05423335,ACT
CSIRO-MK3.0,R2,e0,l3,537.6804357,1.360514199,0.736793686,3780.055037,228.099165,20.04036111,ACT
CSIRO-MK3.0,R2,e0,l5,463.70418,1.135859019,0.622484047,2984.101024,208.1661733,23.3418769,ACT
CSIRO-MK3.0,R2,e0,l10,378.1825749,1.034702647,0.530361916,2381.221727,177.789882,22.55188763,ACT
CSIRO-MK3.0,R2,e0,l15,327.3458289,1.12614931,0.584530953,2071.929109,165.8618632,20.06021702,ACT
CSIRO-MK3.0,R2,e1,l0,842.2211445,1.533545199,0.832369885,6854.768113,405.5578896,9.619109129,ACT
