GCM,RCM,Edge_Treatment,Landscape_Treatment,Fire_area,House_loss,Life_loss,Road_loss,Power_loss,TFI_burnt,region
MIROC3.2,R3,e15,l15,148.2695083,0.056267192,0.050222753,277.2477537,5.134101717,2.624603448,NSW_BHILL
CCCMA3.1,R1,e0,l0,767.7516512,0.214193066,0.189044491,827.8158508,19.04471885,5.469989684,NSW_NAN
CCCMA3.1,R1,e0,l1,740.0566981,0.215311471,0.19000579,823.0363715,19.13836617,5.498290038,NSW_NAN
CCCMA3.1,R1,e0,l2,724.5902138,0.21463302,0.18938695,782.9348174,19.07428272,5.481121923,NSW_NAN
CCCMA3.1,R1,e0,l3,714.6560756,0.215767924,0.190373394,792.5634354,19.17127069,5.509839788,NSW_NAN
CCCMA3.1,R1,e0,l5,692.392289,0.216028332,0.190579032,782.3057923,19.18932496,5.516429675,NSW_NAN
CCCMA3.1,R1,e0,l10,657.3784137,0.217450213,0.191785764,772.7336905,19.30505651,5.552408816,NSW_NAN
CCCMA3.1,R1,e0,l15,615.2549974,0.217672228,0.191956009,737.940196,19.31951835,5.558027183,NSW_NAN
CCCMA3.1,R1,e1,l0,746.5816488,0.218992353,0.193254103,822.280754,19.46322328,5.591431907,NSW_NAN
CCCMA3.1,R1,e1,l1,722.6016004,0.218724055,0.19304197,823.8638909,19.44462401,5.584642386,NSW_NAN
CCCMA3.1,R1,e1,l2,707.290488,0.218023727,0.192405111,786.0046571,19.37889479,5.566921149,NSW_NAN
CCCMA3.1,R1,e1,l3,698.1173376,0.218255723,0.192587682,793.2637107,19.39483352,5.572791618,NSW_NAN
CCCMA3.1,R1,e1,l5,676.0572761,0.218494501,0.192770868,782.4352383,19.4104084,5.578834163,NSW_NAN
CCCMA3.1,R1,e1,l10,638.9200557,0.219727085,0.193830177,765.9704141,19.51340371,5.610023734,NSW_NAN
CCCMA3.1,R1,e1,l15,603.0426021,0.219726821,0.193826253,745.0606308,19.51273282,5.610017065,NSW_NAN
CCCMA3.1,R1,e2,l0,730.2173229,0.216386702,0.190856166,812.852773,19.21308567,5.525497935,NSW_NAN
CCCMA3.1,R1,e2,l1,705.5249076,0.216822579,0.191285587,814.9242046,19.26076061,5.536527466,NSW_NAN
CCCMA3.1,R1,e2,l2,693.4780095,0.215885547,0.190454938,777.6195771,19.17738089,5.512816154,NSW_NAN
CCCMA3.1,R1,e2,l3,680.878167,0.216263227,0.190760157,783.1574503,19.20481079,5.522373508,NSW_NAN
CCCMA3.1,R1,e2,l5,660.6033499,0.216477933,0.190925385,773.4841942,19.21890418,5.527806463,NSW_NAN
CCCMA3.1,R1,e2,l10,624.538182,0.217690731,0.19196972,758.2400192,19.32064521,5.558494935,NSW_NAN
CCCMA3.1,R1,e2,l15,589.2143915,0.217885089,0.192119667,737.4227192,19.33346896,5.563413003,NSW_NAN
CCCMA3.1,R1,e3,l0,719.9122385,0.217635978,0.191931294,810.3792947,19.3176945,5.557109461,NSW_NAN
CCCMA3.1,R1,e3,l1,696.6109809,0.217461582,0.191795013,813.6931756,19.30588554,5.552696939,NSW_NAN
CCCMA3.1,R1,e3,l2,682.6259828,0.216379691,0.190849642,775.8414441,19.21242705,5.525320084,NSW_NAN
CCCMA3.1,R1,e3,l3,673.8405222,0.217626701,0.191923892,783.0771175,19.3170405,5.556875142,NSW_NAN
CCCMA3.1,R1,e3,l5,652.2540162,0.217715507,0.191991141,772.6873364,19.32267939,5.559121866,NSW_NAN
CCCMA3.1,R1,e3,l10,615.5185322,0.217914609,0.192142965,757.4771777,19.33550314,5.56416043,NSW_NAN
CCCMA3.1,R1,e3,l15,582.7915399,0.220109738,0.194123854,738.2953161,19.53838493,5.619706475,NSW_NAN
CCCMA3.1,R1,e5,l0,718.2459519,0.219558505,0.193697911,821.2827425,19.50188951,5.605757938,NSW_NAN
CCCMA3.1,R1,e5,l1,694.3519914,0.21959558,0.19372912,822.6688878,19.5048003,5.60669611,NSW_NAN
CCCMA3.1,R1,e5,l2,680.149365,0.219420569,0.193591945,786.7542138,19.49287005,5.602267137,NSW_NAN
CCCMA3.1,R1,e5,l3,669.4279028,0.219615313,0.193744524,792.9184516,19.50613288,5.607195432,NSW_NAN
CCCMA3.1,R1,e5,l5,648.8337992,0.219738998,0.193838995,782.3458876,19.51412988,5.610325193,NSW_NAN
CCCMA3.1,R1,e5,l10,611.189197,0.220016328,0.194052604,766.4617921,19.53236377,5.617342815,NSW_NAN
CCCMA3.1,R1,e5,l15,579.536984,0.220651184,0.194573079,745.3012559,19.57986369,5.633407354,NSW_NAN
CCCMA3.1,R1,e10,l0,681.953923,0.218014871,0.192218416,811.9196144,19.34179296,5.566697498,NSW_NAN
CCCMA3.1,R1,e10,l1,658.8507476,0.218034956,0.192234205,813.5052293,19.34316392,5.567205712,NSW_NAN
CCCMA3.1,R1,e10,l2,644.3831788,0.217988707,0.192198903,777.2176617,19.34018251,5.566035441,NSW_NAN
CCCMA3.1,R1,e10,l3,634.8245706,0.217994857,0.192203227,783.9715485,19.34051258,5.566190618,NSW_NAN
CCCMA3.1,R1,e10,l5,614.6816373,0.218037855,0.192236036,772.8713098,19.34328213,5.567279076,NSW_NAN
CCCMA3.1,R1,e10,l10,578.9973281,0.218107543,0.192289034,757.5414758,19.34775425,5.569042486,NSW_NAN
CCCMA3.1,R1,e10,l15,549.7628355,0.220272871,0.194247332,737.9026749,19.54873543,5.62383399,NSW_NAN
CCCMA3.1,R1,e15,l0,664.2118436,0.220210282,0.194199858,809.2708764,19.54475305,5.622250657,NSW_NAN
CCCMA3.1,R1,e15,l1,640.891639,0.220180164,0.194176976,810.7852345,19.54282327,5.62148856,NSW_NAN
CCCMA3.1,R1,e15,l2,626.9928466,0.220153579,0.194156893,774.465862,19.5411422,5.620815832,NSW_NAN
CCCMA3.1,R1,e15,l3,616.1281227,0.220196611,0.19418964,780.7105243,19.54389946,5.62190429,NSW_NAN
CCCMA3.1,R1,e15,l5,598.1486828,0.220201039,0.194192795,770.4428804,19.54414817,5.622017227,NSW_NAN
CCCMA3.1,R1,e15,l10,564.3496105,0.220246233,0.194227081,754.3805676,19.54703133,5.623159931,NSW_NAN
CCCMA3.1,R1,e15,l15,536.2222224,0.22090713,0.194767992,734.9358478,19.5963029,5.639883411,NSW_NAN
CCCMA3.1,R2,e0,l0,779.7818309,0.214958144,0.189719253,839.9105503,19.11262962,5.489348499,NSW_NAN
CCCMA3.1,R2,e0,l1,751.3858598,0.216077286,0.190681151,834.9912687,19.20632606,5.517668417,NSW_NAN
CCCMA3.1,R2,e0,l2,735.4534522,0.215398695,0.190062158,793.8402381,19.14223033,5.500496745,NSW_NAN
CCCMA3.1,R2,e0,l3,725.3057059,0.216535321,0.191049909,803.8012675,19.23932884,5.529258185,NSW_NAN
CCCMA3.1,R2,e0,l5,702.4241645,0.216798735,0.191258087,793.0623773,19.25761953,5.535923656,NSW_NAN
CCCMA3.1,R2,e0,l10,666.4250946,0.218221459,0.192465573,783.2824805,19.37342171,5.571924142,NSW_NAN
CCCMA3.1,R2,e0,l15,623.32526,0.218447076,0.192638603,747.6134587,19.38812611,5.577634101,NSW_NAN
CCCMA3.1,R2,e1,l0,758.1661001,0.219842406,0.194005177,834.4174556,19.53890383,5.612941406,NSW_NAN
CCCMA3.1,R2,e1,l1,733.524462,0.219573581,0.193792659,835.8612163,19.52027078,5.606138987,NSW_NAN
CCCMA3.1,R2,e1,l2,717.7309875,0.218873078,0.193155631,796.9473239,19.45452929,5.588413748,NSW_NAN
CCCMA3.1,R2,e1,l3,708.3459623,0.219106093,0.193338971,804.5587331,19.47053096,5.594309564,NSW_NAN
CCCMA3.1,R2,e1,l5,685.7250313,0.219345345,0.193522573,793.2397004,19.48614422,5.600363667,NSW_NAN
CCCMA3.1,R2,e1,l10,647.5862406,0.220577402,0.194581451,776.5318787,19.58910729,5.6315399,NSW_NAN
CCCMA3.1,R2,e1,l15,610.7860136,0.220579142,0.194579112,754.7499324,19.58856996,5.631583918,NSW_NAN
CCCMA3.1,R2,e2,l0,741.393998,0.21716046,0.191537884,824.7545371,19.2816136,5.545076844,NSW_NAN
CCCMA3.1,R2,e2,l1,716.0064026,0.217596003,0.191967058,826.6891948,19.32926858,5.556097924,NSW_NAN
CCCMA3.1,R2,e2,l2,703.5858735,0.216658831,0.191136286,788.3111117,19.24588119,5.5323835,NSW_NAN
CCCMA3.1,R2,e2,l3,690.7508762,0.217037074,0.191441935,794.2183988,19.27334486,5.541954641,NSW_NAN
CCCMA3.1,R2,e2,l5,669.9211151,0.21725213,0.19160744,784.0411868,19.28745974,5.547396485,NSW_NAN
CCCMA3.1,R2,e2,l10,632.8924591,0.218464472,0.192651452,768.5961839,19.38917928,5.578073841,NSW_NAN
CCCMA3.1,R2,e2,l15,596.7011113,0.218660692,0.192802831,746.9441933,19.40212432,5.583039044,NSW_NAN
CCCMA3.1,R2,e3,l0,730.8938876,0.218411125,0.192614089,822.2513759,19.38631608,5.576723941,NSW_NAN
CCCMA3.1,R2,e3,l1,706.934768,0.218236201,0.192477391,825.4262535,19.37447488,5.572297632,NSW_NAN
CCCMA3.1,R2,e3,l2,692.4995612,0.217154205,0.191531928,786.5078469,19.28100411,5.544918554,NSW_NAN
CCCMA3.1,R2,e3,l3,683.5441976,0.218401812,0.192606656,794.1249082,19.385659,5.576488285,NSW_NAN
CCCMA3.1,R2,e3,l5,661.3895433,0.218490776,0.192674043,783.2260028,19.39131018,5.578739456,NSW_NAN
CCCMA3.1,R2,e3,l10,623.6339631,0.21868914,0.192825313,767.8238459,19.40408941,5.583758901,NSW_NAN
CCCMA3.1,R2,e3,l15,590.1293414,0.220962744,0.194877221,747.8736676,19.61426506,5.641290673,NSW_NAN
CCCMA3.1,R2,e5,l0,729.1263574,0.220410192,0.194450247,833.3920079,19.57767906,5.627308788,NSW_NAN
CCCMA3.1,R2,e5,l1,704.5421161,0.220446653,0.194480963,834.6387005,19.5805484,5.628231398,NSW_NAN
CCCMA3.1,R2,e5,l2,689.8886013,0.220271325,0.194343588,797.6747774,19.56860127,5.623794862,NSW_NAN
CCCMA3.1,R2,e5,l3,678.9417135,0.22046686,0.194496752,804.1932476,19.58191476,5.628742724,NSW_NAN
CCCMA3.1,R2,e5,l5,657.8340087,0.220590475,0.194591176,793.125927,19.58990868,5.631870707,NSW_NAN
CCCMA3.1,R2,e5,l10,619.1704821,0.220867454,0.19480454,777.0362177,19.60812569,5.638879434,NSW_NAN
CCCMA3.1,R2,e5,l15,586.7033692,0.221526172,0.195344559,755.0276618,19.65740494,5.655547338,NSW_NAN
CCCMA3.1,R2,e10,l0,692.0080386,0.218792232,0.192902918,823.8911,19.41055885,5.586367554,NSW_NAN
CCCMA3.1,R2,e10,l1,668.2752063,0.218811736,0.192918246,825.3344208,19.41189296,5.586861095,NSW_NAN
CCCMA3.1,R2,e10,l2,653.3470343,0.218765066,0.192882636,787.9847187,19.40888392,5.585680156,NSW_NAN
CCCMA3.1,R2,e10,l3,643.6244917,0.218771585,0.192887253,795.1118495,19.40924009,5.585845112,NSW_NAN
CCCMA3.1,R2,e10,l5,622.9289937,0.218814495,0.192919969,783.5171666,19.4120035,5.586930903,NSW_NAN
CCCMA3.1,R2,e10,l10,586.2934229,0.21888334,0.192972352,767.9900089,19.41642188,5.588673415,NSW_NAN
CCCMA3.1,R2,e10,l15,556.3297169,0.221126351,0.195001038,747.5567359,19.62464473,5.645430637,NSW_NAN
CCCMA3.1,R2,e15,l0,673.897971,0.221064131,0.194953856,821.2250868,19.62068384,5.643856197,NSW_NAN
CCCMA3.1,R2,e15,l1,649.9166504,0.221033416,0.194930527,822.6033231,19.61871568,5.643078979,NSW_NAN
CCCMA3.1,R2,e15,l2,635.5808544,0.221006356,0.194910091,785.2202823,19.61700544,5.642394249,NSW_NAN
CCCMA3.1,R2,e15,l3,624.4759178,0.221049986,0.194943284,791.8455693,19.61980109,5.643498266,NSW_NAN
CCCMA3.1,R2,e15,l5,606.0354016,0.221054203,0.19494627,781.0745107,19.62003751,5.643604978,NSW_NAN
CCCMA3.1,R2,e15,l10,571.3236203,0.221098747,0.194980063,764.7981611,19.62287922,5.64473212,NSW_NAN
CCCMA3.1,R2,e15,l15,542.4928146,0.221782539,0.195539779,744.5667946,19.67387179,5.662034959,NSW_NAN
CCCMA3.1,R3,e0,l0,779.9414877,0.214648992,0.189447936,837.193308,19.0855129,5.481525651,NSW_NAN
CCCMA3.1,R3,e0,l1,751.6195976,0.215769734,0.190411034,832.3663218,19.1793076,5.509885586,NSW_NAN
CCCMA3.1,R3,e0,l2,735.7832023,0.215090598,0.189791672,790.9810371,19.1151827,5.492700575,NSW_NAN
CCCMA3.1,R3,e0,l3,725.5765072,0.216226995,0.190779239,801.0016606,19.21226432,5.521456234,NSW_NAN
CCCMA3.1,R3,e0,l5,702.7199598,0.216487369,0.190984846,790.3098704,19.23031552,5.528044784,NSW_NAN
CCCMA3.1,R3,e0,l10,666.7853363,0.217909302,0.19219164,780.5630968,19.34605475,5.564025706,NSW_NAN
CCCMA3.1,R3,e0,l15,623.56488,0.218131686,0.192362161,744.7932287,19.36054116,5.569652963,NSW_NAN
CCCMA3.1,R3,e1,l0,758.3328049,0.219550193,0.193749802,831.7366622,19.51348354,5.605547182,NSW_NAN
CCCMA3.1,R3,e1,l1,733.7668754,0.219282545,0.193538147,833.2714523,19.49492418,5.598774553,NSW_NAN
CCCMA3.1,R3,e1,l2,718.0555061,0.218581902,0.192901026,794.1255679,19.42917655,5.581045313,NSW_NAN
CCCMA3.1,R3,e1,l3,708.616751,0.218814688,0.193084166,801.776032,19.44516134,5.586935794,NSW_NAN
CCCMA3.1,R3,e1,l5,686.0224789,0.219053519,0.193267445,790.5115185,19.46074082,5.592979228,NSW_NAN
CCCMA3.1,R3,e1,l10,647.9482927,0.220285892,0.194326538,773.8655812,19.56372385,5.624163464,NSW_NAN
CCCMA3.1,R3,e1,l15,611.049191,0.220285822,0.194322798,751.981715,19.56306677,5.624161686,NSW_NAN
CCCMA3.1,R3,e2,l0,741.5552046,0.21684551,0.191261827,822.1290853,19.25406241,5.537107266,NSW_NAN
CCCMA3.1,R3,e2,l1,716.2559191,0.217281791,0.191691555,824.1520139,19.30176652,5.548147025,NSW_NAN
CCCMA3.1,R3,e2,l2,703.9236614,0.216344653,0.190860814,785.5379424,19.21837913,5.524433486,NSW_NAN
CCCMA3.1,R3,e2,l3,691.0191711,0.216722721,0.191166309,791.4904568,19.24583052,5.534000181,NSW_NAN
CCCMA3.1,R3,e2,l5,670.2576266,0.216937479,0.191331583,781.3684238,19.25992544,5.539434466,NSW_NAN
CCCMA3.1,R3,e2,l10,633.2767329,0.218150119,0.192375826,765.9526091,19.36166187,5.570119381,NSW_NAN
CCCMA3.1,R3,e2,l15,596.9576145,0.218344775,0.192525989,744.1886,19.37450405,5.575045011,NSW_NAN
CCCMA3.1,R3,e3,l0,731.0674592,0.218095296,0.192337355,819.6247455,19.35870809,5.568732132,NSW_NAN
CCCMA3.1,R3,e3,l1,707.1962936,0.217921233,0.192201288,822.8902904,19.34691909,5.564327613,NSW_NAN
CCCMA3.1,R3,e3,l2,692.8460292,0.216839272,0.191255856,783.7298185,19.25345446,5.536949421,NSW_NAN
CCCMA3.1,R3,e3,l3,683.8302277,0.218086668,0.192330414,791.3781,19.35809247,5.568513819,NSW_NAN
CCCMA3.1,R3,e3,l5,661.7289603,0.218175509,0.192397709,780.5389099,19.36373443,5.570761875,NSW_NAN
CCCMA3.1,R3,e3,l10,624.0124899,0.218374295,0.192549287,765.1593086,19.37653976,5.575791994,NSW_NAN
CCCMA3.1,R3,e3,l15,590.3958917,0.220669002,0.1946206,745.1122245,19.58873423,5.633857765,NSW_NAN
CCCMA3.1,R3,e5,l0,729.2974521,0.220117505,0.194194442,830.7276917,19.55222193,5.619902559,NSW_NAN
CCCMA3.1,R3,e5,l1,704.7946117,0.220154721,0.194225758,832.0652109,19.5551404,5.620844288,NSW_NAN
CCCMA3.1,R3,e5,l2,690.234076,0.219979569,0.194088491,794.8638822,19.54320247,5.616412199,NSW_NAN
CCCMA3.1,R3,e5,l3,679.2056221,0.22017477,0.194241423,801.425751,19.556496,5.621351613,NSW_NAN
CCCMA3.1,R3,e5,l5,658.1756925,0.220298245,0.19433574,790.4204435,19.56447765,5.624476039,NSW_NAN
CCCMA3.1,R3,e5,l10,619.5331903,0.220575469,0.194549273,774.3606808,19.58271,5.631490993,NSW_NAN
CCCMA3.1,R3,e5,l15,586.9762543,0.221238879,0.195093247,752.2467312,19.63236232,5.648278056,NSW_NAN
CCCMA3.1,R3,e10,l0,692.1700439,0.218474927,0.192624999,821.2576793,19.38285107,5.578338399,NSW_NAN
CCCMA3.1,R3,e10,l1,668.5347756,0.218495064,0.192640834,822.7984859,19.38422664,5.578847946,NSW_NAN
CCCMA3.1,R3,e10,l2,653.6755282,0.21844864,0.192605425,785.2050764,19.38123295,5.577673229,NSW_NAN
CCCMA3.1,R3,e10,l3,643.8930633,0.218454948,0.192609872,792.3728283,19.38157684,5.577832853,NSW_NAN
CCCMA3.1,R3,e10,l5,623.2510002,0.218498016,0.192642681,780.8411103,19.38434639,5.578922645,NSW_NAN
CCCMA3.1,R3,e10,l10,586.6621261,0.21856737,0.192695464,765.3392621,19.38879854,5.580677159,NSW_NAN
CCCMA3.1,R3,e10,l15,556.617766,0.220832223,0.194744124,744.8165916,19.59908934,5.637987948,NSW_NAN
CCCMA3.1,R3,e15,l0,674.0869059,0.220769774,0.194696789,818.6179252,19.59511617,5.636407727,NSW_NAN
CCCMA3.1,R3,e15,l1,650.2017149,0.220739639,0.194673875,820.0879459,19.59318486,5.635645186,NSW_NAN
CCCMA3.1,R3,e15,l2,635.9423059,0.220712895,0.194653685,782.472856,19.59149304,5.634968456,NSW_NAN
CCCMA3.1,R3,e15,l3,624.7499149,0.220756121,0.19468654,789.1357885,19.59426412,5.63606225,NSW_NAN
CCCMA3.1,R3,e15,l5,606.3930345,0.220760479,0.194689648,778.4152353,19.59450822,5.636172519,NSW_NAN
CCCMA3.1,R3,e15,l10,571.7234613,0.220805497,0.194723811,762.1794779,19.59738063,5.637311663,NSW_NAN
CCCMA3.1,R3,e15,l15,542.788294,0.221494859,0.195288175,741.8256275,19.64880306,5.654755895,NSW_NAN
CSIRO-MK3.0,R1,e0,l0,784.2630786,0.218207173,0.192568677,845.0978863,19.39736972,5.571563547,NSW_NAN
CSIRO-MK3.0,R1,e0,l1,754.5090666,0.219315246,0.193522188,839.8531183,19.49036149,5.599602459,NSW_NAN
CSIRO-MK3.0,R1,e0,l2,737.3272869,0.218637691,0.192903996,798.6535256,19.42633178,5.582457465,NSW_NAN
CSIRO-MK3.0,R1,e0,l3,727.7624838,0.219777972,0.193894517,808.7186222,19.5236621,5.611311386,NSW_NAN
CSIRO-MK3.0,R1,e0,l5,703.9931292,0.220034585,0.194097647,798.1235076,19.54154289,5.617804787,NSW_NAN
CSIRO-MK3.0,R1,e0,l10,666.7884774,0.22144638,0.1952969,788.0186428,19.65666036,5.653529156,NSW_NAN
CSIRO-MK3.0,R1,e0,l15,624.2294553,0.221676197,0.195473146,752.3432334,19.67163496,5.659344493,NSW_NAN
CSIRO-MK3.0,R1,e1,l0,762.1824918,0.22307483,0.196839274,839.5742798,19.82203808,5.694735833,NSW_NAN
CSIRO-MK3.0,R1,e1,l1,736.2721357,0.222795515,0.1966188,840.6979421,19.80273875,5.687667971,NSW_NAN
CSIRO-MK3.0,R1,e1,l2,719.3182497,0.222095012,0.195981772,801.7346964,19.73699572,5.669941843,NSW_NAN
CSIRO-MK3.0,R1,e1,l3,710.4521169,0.222330996,0.196167374,809.4662985,19.75318469,5.675913688,NSW_NAN
CSIRO-MK3.0,R1,e1,l5,687.1240093,0.222563835,0.196346114,798.283913,19.76839418,5.681805502,NSW_NAN
CSIRO-MK3.0,R1,e1,l10,647.7330572,0.22378498,0.197396789,780.9841675,19.87067254,5.712705617,NSW_NAN
CSIRO-MK3.0,R1,e1,l15,611.4052147,0.223790216,0.197397097,759.1959717,19.87035629,5.712838118,NSW_NAN
CSIRO-MK3.0,R1,e2,l0,745.2977711,0.220404692,0.194383845,829.388029,19.56607735,5.627170062,NSW_NAN
CSIRO-MK3.0,R1,e2,l1,718.5553838,0.220832328,0.194807048,831.006254,19.61323492,5.637991061,NSW_NAN
CSIRO-MK3.0,R1,e2,l2,705.0730136,0.219894242,0.193975584,792.5795915,19.52978459,5.614253515,NSW_NAN
CSIRO-MK3.0,R1,e2,l3,692.8163787,0.22027447,0.194282711,798.5972237,19.55737415,5.623874897,NSW_NAN
CSIRO-MK3.0,R1,e2,l5,671.0958005,0.220485345,0.194445077,788.5637255,19.57122804,5.629210921,NSW_NAN
CSIRO-MK3.0,R1,e2,l10,632.8870038,0.22168876,0.195482333,772.7977888,19.67237955,5.659661958,NSW_NAN
CSIRO-MK3.0,R1,e2,l15,597.2726897,0.221888969,0.195636743,751.1421056,19.68557943,5.664728538,NSW_NAN
CSIRO-MK3.0,R1,e3,l0,734.754851,0.221655638,0.195460266,827.1162513,19.6707998,5.658824274,NSW_NAN
CSIRO-MK3.0,R1,e3,l1,709.4496314,0.221472614,0.195317444,829.9734089,19.65844275,5.654192991,NSW_NAN
CSIRO-MK3.0,R1,e3,l2,693.9220557,0.220389792,0.19437135,791.0113291,19.56492133,5.626792571,NSW_NAN
CSIRO-MK3.0,R1,e3,l3,685.5496396,0.221639701,0.195447816,798.7451424,19.669719,5.658420993,NSW_NAN
CSIRO-MK3.0,R1,e3,l5,662.5217531,0.221724501,0.195512064,787.9883763,19.67511071,5.660566786,NSW_NAN
CSIRO-MK3.0,R1,e3,l10,623.5892048,0.221914641,0.195657102,772.268414,19.6873695,5.665378142,NSW_NAN
CSIRO-MK3.0,R1,e3,l15,590.591654,0.224172676,0.197694344,752.2997997,19.89597923,5.722515971,NSW_NAN
CSIRO-MK3.0,R1,e5,l0,732.9416074,0.223637995,0.197280851,838.5127941,19.86051855,5.708985832,NSW_NAN
CSIRO-MK3.0,R1,e5,l1,707.0171212,0.223666162,0.197305319,839.4414599,19.86286591,5.709699019,NSW_NAN
CSIRO-MK3.0,R1,e5,l2,691.2264184,0.223489165,0.197166652,802.4286778,19.85080977,5.705220246,NSW_NAN
CSIRO-MK3.0,R1,e5,l3,680.908776,0.223687898,0.197322246,809.061199,19.86432591,5.710249029,NSW_NAN
CSIRO-MK3.0,R1,e5,l5,658.8122232,0.223806013,0.197412547,798.1316938,19.87197441,5.713237841,NSW_NAN
CSIRO-MK3.0,R1,e5,l10,619.0649068,0.224075313,0.197620094,781.7222423,19.88970475,5.720051821,NSW_NAN
CSIRO-MK3.0,R1,e5,l15,587.0296324,0.224732256,0.198158389,759.7072708,19.93880592,5.736675262,NSW_NAN
CSIRO-MK3.0,R1,e10,l0,695.3332152,0.222033828,0.19574688,828.7463485,19.69485834,5.66839408,NSW_NAN
CSIRO-MK3.0,R1,e10,l1,670.2508298,0.222047095,0.195757528,829.8704114,19.69579943,5.668729776,NSW_NAN
CSIRO-MK3.0,R1,e10,l2,654.3028711,0.221997315,0.195719534,792.4755331,19.69258927,5.667469689,NSW_NAN
CSIRO-MK3.0,R1,e10,l3,645.1607646,0.222006241,0.195725982,799.7151686,19.69309897,5.667696008,NSW_NAN
CSIRO-MK3.0,R1,e10,l5,623.5880938,0.222046339,0.195756559,788.2610185,19.69568429,5.668710657,NSW_NAN
CSIRO-MK3.0,R1,e10,l10,585.7940959,0.222108349,0.195803787,772.4164774,19.69966974,5.670279762,NSW_NAN
CSIRO-MK3.0,R1,e10,l15,556.2880496,0.224335827,0.197817807,751.9637324,19.90632973,5.726644375,NSW_NAN
CSIRO-MK3.0,R1,e15,l0,677.0906657,0.22428747,0.197781121,826.0667646,19.90324699,5.725420748,NSW_NAN
CSIRO-MK3.0,R1,e15,l1,651.7607277,0.224250729,0.197753221,827.1284837,19.90089809,5.724490579,NSW_NAN
CSIRO-MK3.0,R1,e15,l2,636.323148,0.22422026,0.197730215,789.6937238,19.89896985,5.723720031,NSW_NAN
CSIRO-MK3.0,R1,e15,l3,625.8634896,0.22426649,0.197765363,796.4328146,19.9019313,5.724889858,NSW_NAN
CSIRO-MK3.0,R1,e15,l5,606.5543959,0.224267246,0.197765747,785.8089727,19.90194819,5.724908533,NSW_NAN
CSIRO-MK3.0,R1,e15,l10,570.6723041,0.224305692,0.197794924,769.2096442,19.90440609,5.725881831,NSW_NAN
CSIRO-MK3.0,R1,e15,l15,542.3613116,0.224987183,0.198352547,748.9748742,19.95518526,5.743126423,NSW_NAN
CSIRO-MK3.0,R2,e0,l0,790.4261631,0.21831515,0.192665395,850.9952206,19.40729189,5.574295361,NSW_NAN
CSIRO-MK3.0,R2,e0,l1,760.4150462,0.219424716,0.19362003,845.7101539,19.50038038,5.602372067,NSW_NAN
CSIRO-MK3.0,R2,e0,l2,743.09631,0.218746915,0.193001667,803.9255872,19.43633531,5.585220849,NSW_NAN
CSIRO-MK3.0,R2,e0,l3,733.3598178,0.219887741,0.193992589,814.167151,19.53370095,5.614088556,NSW_NAN
CSIRO-MK3.0,R2,e0,l5,709.3338145,0.220146357,0.194197381,803.3013437,19.55172912,5.620632642,NSW_NAN
CSIRO-MK3.0,R2,e0,l10,671.7034805,0.221559434,0.195397619,793.1145719,19.66693256,5.656389472,NSW_NAN
CSIRO-MK3.0,R2,e0,l15,628.5568458,0.221790604,0.195574911,756.9557396,19.68199774,5.662239043,NSW_NAN
CSIRO-MK3.0,R2,e1,l0,768.1443959,0.223231726,0.196980018,845.5004242,19.8364554,5.698705503,NSW_NAN
CSIRO-MK3.0,R2,e1,l1,741.9904704,0.222953166,0.196760145,846.5830632,19.81720672,5.69165676,NSW_NAN
CSIRO-MK3.0,R2,e1,l2,724.8819491,0.222252557,0.196123024,807.0320728,19.75145602,5.673928409,NSW_NAN
CSIRO-MK3.0,R2,e1,l3,715.8511475,0.222488841,0.196308842,814.9482547,19.76766495,5.679906924,NSW_NAN
CSIRO-MK3.0,R2,e1,l5,692.2815975,0.22272247,0.196488212,803.4912447,19.78292357,5.685819191,NSW_NAN
CSIRO-MK3.0,R2,e1,l10,652.4602416,0.223944212,0.197539334,786.1162331,19.88524185,5.716734426,NSW_NAN
CSIRO-MK3.0,R2,e1,l15,615.5814089,0.223950116,0.197540134,763.845813,19.88497011,5.71688382,NSW_NAN
CSIRO-MK3.0,R2,e2,l0,751.0473244,0.220517255,0.194484225,835.2365857,19.57632192,5.630017926,NSW_NAN
CSIRO-MK3.0,R2,e2,l1,724.0517128,0.220945436,0.194907829,836.814578,19.62351173,5.640852711,NSW_NAN
CSIRO-MK3.0,R2,e2,l2,710.4655652,0.220007402,0.194076395,797.7894413,19.540066,5.617116496,NSW_NAN
CSIRO-MK3.0,R2,e2,l3,698.0253127,0.220387736,0.194383599,804.002533,19.56766017,5.626740549,NSW_NAN
CSIRO-MK3.0,R2,e2,l5,676.0858135,0.220599138,0.194546365,793.6863522,19.58155091,5.632089909,NSW_NAN
CSIRO-MK3.0,R2,e2,l10,637.4595703,0.221803027,0.195584006,777.8418166,19.68273158,5.662553399,NSW_NAN
CSIRO-MK3.0,R2,e2,l15,601.3130033,0.222003781,0.1957388,755.7232709,19.69596677,5.66763287,NSW_NAN
CSIRO-MK3.0,R2,e3,l0,740.4030588,0.221768798,0.195561092,832.9284129,19.68108121,5.661687255,NSW_NAN
CSIRO-MK3.0,R2,e3,l1,714.8641376,0.221586266,0.195418624,835.7445204,19.66875641,5.657068422,NSW_NAN
CSIRO-MK3.0,R2,e3,l2,699.19362,0.220503514,0.194472607,796.186768,19.57523959,5.62967067,NSW_NAN
CSIRO-MK3.0,R2,e3,l3,690.6731732,0.221753476,0.195549089,804.1206647,19.68004186,5.661299537,NSW_NAN
