region,Edge_Treatment,Landscape_Treatment,X,Fire_area,House_loss,Life_loss,Road_loss,Power_loss,TFI_burnt,L_Burnt_Actual,E_Burnt_Actual,Scenario,GCM,RCM,GCM_RCM,Fire_area_rel,House_loss_rel,Life_loss_rel,Road_loss_rel,Power_loss_rel,TFI_burnt_rel
NSW_NAN,E02,L00,64,712.6229713,0.217764197,0.192057774,795.6906808,19.33229758,5.560353939,0,1.718440557,Present,,,,0.95137333,1.010030807,1.009389793,0.981422688,1.008665454,1.009939711
NSW_NAN,E02,L01,65,687.9877403,0.218189373,0.192478007,797.5798635,19.37907595,5.571113136,0.959120986,1.718440557,Present,,,,0.918484548,1.012002852,1.011598395,0.983752848,1.011106122,1.011893928
NSW_NAN,E02,L02,66,675.6736728,0.217261584,0.191655653,762.4323556,19.29654368,5.547635254,1.831682255,1.718440557,Present,,,,0.902044894,1.007699593,1.007276384,0.940401126,1.006799988,1.007629587
NSW_NAN,E02,L03,67,664.0513117,0.217636295,0.191958425,767.4194011,19.32374637,5.557117465,2.604025871,1.718440557,Present,,,,0.886528688,1.009437571,1.008867648,0.946552259,1.008219293,1.009351863
NSW_NAN,E02,L05,68,643.9757473,0.217845641,0.19211959,758.6204674,19.33749586,5.562414806,4.032831556,1.718440557,Present,,,,0.8597272,1.010408557,1.009714678,0.935699457,1.008936674,1.010314031
NSW_NAN,E02,L10,69,608.6795753,0.219039515,0.193148214,743.539682,19.43776615,5.592625299,5.184484979,1.718440557,Present,,,,0.812605737,1.015945966,1.015120771,0.917098479,1.014168291,1.015801232
NSW_NAN,E02,L15,70,575.5039932,0.219234101,0.193298314,724.2651246,19.45059911,5.597549151,7.314375586,1.718440557,Present,,,,0.768315326,1.016848492,1.01590965,0.893324809,1.014837853,1.016695562
NSW_NAN,E03,L00,71,702.6419407,0.218999294,0.19312076,793.4683691,19.43573044,5.591607538,0,2.383190238,Present,,,,0.938048351,1.015759413,1.014976485,0.978681639,1.014062078,1.015616373
NSW_NAN,E03,L01,72,679.3346342,0.218820768,0.192981385,796.5858285,19.42366816,5.587090082,0.959120986,2.383190238,Present,,,,0.906932388,1.014931377,1.014243978,0.982526783,1.013432727,1.014795857
NSW_NAN,E03,L02,73,665.197598,0.217749683,0.192045586,760.898,19.33116612,5.559987118,1.831682255,2.383190238,Present,,,,0.888059015,1.009963488,1.009325738,0.938508617,1.008606419,1.009873085
NSW_NAN,E03,L03,74,657.2468631,0.218984498,0.193109157,767.5685713,19.4347264,5.591232714,2.604025871,2.383190238,Present,,,,0.877444543,1.015690791,1.014915504,0.946736249,1.014009692,1.015548293
NSW_NAN,E03,L05,75,635.9207981,0.219069456,0.193173528,758.0616287,19.44012272,5.593382953,4.032831556,2.383190238,Present,,,,0.848973597,1.016084841,1.015253814,0.935010173,1.014291246,1.015938846
NSW_NAN,E03,L10,76,600.0579654,0.219261389,0.193319889,743.011895,19.45249204,5.598239217,5.184484979,2.383190238,Present,,,,0.801095626,1.016975061,1.01602304,0.916447495,1.014936617,1.0168209
NSW_NAN,E03,L15,77,569.251405,0.221284301,0.195144198,725.2313218,19.63921711,5.649427874,7.314375586,2.383190238,Present,,,,0.759967931,1.026357702,1.025610983,0.894516538,1.024679024,1.026118412
NSW_NAN,E05,L00,78,701.1035461,0.220752343,0.194732906,804.1562932,19.60395601,5.635967098,0,3.450015662,Present,,,,0.935994548,1.023890383,1.023449371,0.991864364,1.022839272,1.023673501
NSW_NAN,E05,L01,79,677.2691299,0.220783199,0.194759374,805.3673647,19.60646304,5.636747425,0.959120986,3.450015662,Present,,,,0.904174877,1.024033496,1.02358848,0.993358126,1.022970076,1.023815233
NSW_NAN,E05,L02,80,662.8684326,0.220608591,0.194622554,771.5612622,19.59457117,5.632329567,1.831682255,3.450015662,Present,,,,0.884949509,1.023223635,1.022869398,0.951660923,1.022349616,1.023012808
NSW_NAN,E05,L03,81,653.1439266,0.220802931,0.194774778,777.1946764,19.60780022,5.637246746,2.604025871,3.450015662,Present,,,,0.871966998,1.02412502,1.023669438,0.958609302,1.023039844,1.023905926
NSW_NAN,E05,L05,82,632.6066963,0.220921872,0.194865664,767.4806778,19.61549478,5.640256904,4.032831556,3.450015662,Present,,,,0.844549171,1.024676691,1.024147101,0.946627839,1.023441309,1.024452668
NSW_NAN,E05,L10,83,595.9358722,0.221190979,0.195073011,751.7736626,19.63320362,5.647066437,5.184484979,3.450015662,Present,,,,0.795592506,1.025924857,1.025236844,0.927254455,1.02436527,1.025689499
NSW_NAN,E05,L15,84,566.1659801,0.221778269,0.195554167,732.1689188,19.67708041,5.661927357,7.314375586,3.450015662,Present,,,,0.755848795,1.028648818,1.027765639,0.903073526,1.026654548,1.028388722
NSW_NAN,E10,L00,85,665.9502119,0.219372142,0.193403265,794.8513275,19.45944509,5.601041731,0,5.086282689,Present,,,,0.889063778,1.017488753,1.016461234,0.980387411,1.015299393,1.017329927
NSW_NAN,E10,L01,86,642.7876553,0.219387429,0.193415453,796.2546765,19.46051054,5.601429004,0.959120986,5.086282689,Present,,,,0.858141061,1.017559658,1.016525289,0.982118333,1.015354983,1.017400268
NSW_NAN,E10,L02,87,628.2570594,0.219339494,0.193378889,762.1087278,19.45742319,5.600216051,1.831682255,5.086282689,Present,,,,0.838742273,1.017337327,1.016333124,0.940001956,1.015193901,1.017179957
NSW_NAN,E10,L03,88,619.5300382,0.219347138,0.193384337,768.3001662,19.45784999,5.600409464,2.604025871,5.086282689,Present,,,,0.827091435,1.017372779,1.016361755,0.947638614,1.015216169,1.017215087
NSW_NAN,E10,L05,89,599.6145338,0.219387587,0.193415191,758.0642933,19.4604568,5.601433006,4.032831556,5.086282689,Present,,,,0.800503631,1.017560391,1.016523914,0.93501346,1.01535218,1.017400995
NSW_NAN,E10,L10,90,564.6950702,0.219452162,0.193464343,742.9006731,19.46460499,5.603067028,5.184484979,5.086282689,Present,,,,0.753885085,1.017859902,1.016782237,0.916310311,1.015568612,1.017697786
NSW_NAN,E10,L15,91,537.2050309,0.221445818,0.195266415,724.6957583,19.64946168,5.653514927,7.314375586,5.086282689,Present,,,,0.717185047,1.027106846,1.026253312,0.893855962,1.025213536,1.026860753
NSW_NAN,E15,L00,92,648.7622969,0.22139414,0.195227205,792.2156588,19.64617015,5.652207267,0,5.813536891,Present,,,,0.866117389,1.026867156,1.026047236,0.977136518,1.025041801,1.02662324
NSW_NAN,E15,L01,93,625.4320448,0.221359981,0.195201275,793.5483643,19.64398552,5.651342901,0.959120986,5.813536891,Present,,,,0.834970793,1.02670872,1.025910957,0.978780307,1.024927817,1.026466243
NSW_NAN,E15,L02,94,611.3637813,0.221331146,0.195179515,759.3547129,19.64216014,5.650613263,1.831682255,5.813536891,Present,,,,0.816189233,1.02657498,1.025796597,0.936605092,1.024832578,1.026333717
NSW_NAN,E15,L03,95,601.5349668,0.221375374,0.195213124,765.0364494,19.64499263,5.651731512,2.604025871,5.813536891,Present,,,,0.803067467,1.026780114,1.025973233,0.943613073,1.024980363,1.026536827
NSW_NAN,E15,L05,96,583.5987584,0.221377412,0.195214463,755.6560385,19.64509088,5.651783089,4.032831556,5.813536891,Present,,,,0.779122084,1.026789568,1.025980269,0.932043064,1.02498549,1.026546195
NSW_NAN,E15,L10,97,550.4908317,0.221417949,0.195245256,739.770022,19.64768081,5.652809743,5.184484979,5.813536891,Present,,,,0.734921995,1.026977588,1.026142105,0.912448896,1.02512062,1.026732669
NSW_NAN,E15,L15,98,524.1307686,0.222030788,0.195746433,721.79604,19.69330162,5.668317159,7.314375586,5.813536891,Present,,,,0.69973051,1.029820049,1.028776123,0.890279385,1.027500892,1.029549316
NSW_NAN,E00,L00,,767.7516512,0.214193066,0.189044491,827.8158508,19.04471885,5.469989684,,,Future,CCCMA3.1,R1,CCCMA3.1_R1,1.024971794,0.993467237,0.993553013,1.021046591,0.993660991,0.993526646
NSW_NAN,E00,L00,,779.7818309,0.214958144,0.189719253,839.9105503,19.11262962,5.489348499,,,Future,CCCMA3.1,R2,CCCMA3.1_R2,1.04103245,0.997015811,0.99709933,1.035964464,0.997204245,0.997042832
NSW_NAN,E00,L00,,779.9414877,0.214648992,0.189447936,837.193308,19.0855129,5.481525651,,,Future,CCCMA3.1,R3,CCCMA3.1_R3,1.041245596,0.995581906,0.995673381,1.032612957,0.995789427,0.99562195
NSW_NAN,E00,L00,,784.2630786,0.218207173,0.192568677,845.0978863,19.39736972,5.571563547,,,Future,CSIRO-MK3.0,R1,CSIRO-MK3.0_R1,1.047015052,1.012085411,1.012074926,1.042362641,1.012060602,1.011975738
NSW_NAN,E00,L00,,790.4261631,0.21831515,0.192665395,850.9952206,19.40729189,5.574295361,,,Future,CSIRO-MK3.0,R2,CSIRO-MK3.0_R2,1.055242957,1.012586228,1.012583242,1.049636545,1.012578292,1.012471923
NSW_NAN,E00,L00,,806.6712372,0.219253851,0.193493581,862.1031713,19.49070385,5.598048917,,,Future,CSIRO-MK3.0,R3,CSIRO-MK3.0_R3,1.076930624,1.016940098,1.016935904,1.06333734,1.016930324,1.016786336
NSW_NAN,E00,L00,,814.4206787,0.218949935,0.193232482,878.8395453,19.46523443,5.590358125,,,Future,ECHAM5,R1,ECHAM5_R1,1.087276364,1.015530479,1.015563657,1.083980358,1.015601453,1.01538944
NSW_NAN,E00,L00,,814.2023184,0.220169832,0.194304055,886.5855026,19.57248846,5.621226671,,,Future,ECHAM5,R2,ECHAM5_R2,1.086984847,1.021188588,1.021195477,1.093534395,1.021197448,1.020996164
NSW_NAN,E00,L00,,815.5128182,0.22039371,0.194500337,885.1771974,19.59211173,5.626891721,,,Future,ECHAM5,R3,ECHAM5_R3,1.088734404,1.022226976,1.022227068,1.09179736,1.022221295,1.02202512
NSW_NAN,E00,L00,,737.0464981,0.214881831,0.189638109,801.0759173,19.10270438,5.487417906,,,Future,MIROC3.2,R1,MIROC3.2_R1,0.983979481,0.996661857,0.996672865,0.988064959,0.996686395,0.996692174
NSW_NAN,E00,L00,,733.6569041,0.21515461,0.189875909,796.9306478,19.12629161,5.494319923,,,Future,MIROC3.2,R2,MIROC3.2_R2,0.97945427,0.997927056,0.99792266,0.982952091,0.997917062,0.997945803
NSW_NAN,E00,L00,,743.1503665,0.21530279,0.190009329,808.1497939,19.14004724,5.498069947,,,Future,MIROC3.2,R3,MIROC3.2_R3,0.992128331,0.998614343,0.99862387,0.996790037,0.998634764,0.998626928
NSW_NAN,E00,L01,,740.0566981,0.215311471,0.19000579,823.0363715,19.13836617,5.498290038,,,Future,CCCMA3.1,R1,CCCMA3.1_R1,0.98799819,0.998654607,0.99860527,1.015151475,0.998547054,0.998666904
NSW_NAN,E00,L01,,751.3858598,0.216077286,0.190681151,834.9912687,19.20632606,5.517668417,,,Future,CCCMA3.1,R2,CCCMA3.1_R2,1.003122965,1.002206599,1.002154736,1.029896912,1.002092871,1.002186643
NSW_NAN,E00,L01,,751.6195976,0.215769734,0.190411034,832.3663218,19.1793076,5.509885586,,,Future,CCCMA3.1,R3,CCCMA3.1_R3,1.003435012,1.000780116,1.000735094,1.026659244,1.000683179,1.00077303
NSW_NAN,E00,L01,,754.5090666,0.219315246,0.193522188,839.8531183,19.49036149,5.599602459,,,Future,CSIRO-MK3.0,R1,CSIRO-MK3.0_R1,1.007292541,1.017224859,1.017086252,1.035893626,1.016912461,1.017068509
NSW_NAN,E00,L01,,760.4150462,0.219424716,0.19362003,845.7101539,19.50038038,5.602372067,,,Future,CSIRO-MK3.0,R2,CSIRO-MK3.0_R2,1.015177203,1.017732601,1.017600476,1.043117825,1.017435198,1.017571559
NSW_NAN,E00,L01,,775.6980657,0.220366,0.194450155,856.7754552,19.58395354,5.626190984,,,Future,CSIRO-MK3.0,R3,CSIRO-MK3.0_R3,1.035580499,1.022098452,1.021963329,1.056766015,1.02179564,1.021897843
NSW_NAN,E00,L01,,783.4478519,0.220066811,0.194192672,873.3390569,19.5587927,5.618619795,,,Future,ECHAM5,R1,ECHAM5_R1,1.045926699,1.020710757,1.020610086,1.077195932,1.020482869,1.020522671
NSW_NAN,E00,L01,,782.9246321,0.221283299,0.195261722,880.8507758,19.66583641,5.649402085,,,Future,ECHAM5,R2,ECHAM5_R2,1.045228185,1.026353055,1.026228646,1.086461054,1.026067891,1.026113728
NSW_NAN,E00,L01,,784.0719171,0.221506843,0.195457696,879.4766501,19.68543205,5.655058688,,,Future,ECHAM5,R3,ECHAM5_R3,1.046759845,1.027389893,1.027258619,1.084766177,1.027090296,1.02714115
NSW_NAN,E00,L01,,710.2084755,0.215988199,0.190590343,796.3312923,19.19559482,5.515413692,,,Future,MIROC3.2,R1,MIROC3.2_R1,0.948149905,1.001793397,1.00167748,0.982212833,1.001532967,1.001777112
NSW_NAN,E00,L01,,706.8250442,0.216258922,0.190826589,792.1996035,19.21904695,5.522263684,,,Future,MIROC3.2,R2,MIROC3.2_R2,0.943632921,1.003049061,1.002919108,0.977116715,1.002756585,1.003021292
NSW_NAN,E00,L01,,715.9555898,0.216409193,0.190961563,803.3088438,19.23293462,5.526066619,,,Future,MIROC3.2,R3,MIROC3.2_R3,0.955822477,1.003746046,1.003628486,0.990819101,1.003481176,1.003712027
NSW_NAN,E00,L02,,724.5902138,0.21463302,0.18938695,782.9348174,19.07428272,5.481121923,,,Future,CCCMA3.1,R1,CCCMA3.1_R1,0.967349963,0.995507825,0.99535286,0.965689321,0.99520349,0.99554862
NSW_NAN,E00,L02,,735.4534522,0.215398695,0.190062158,793.8402381,19.14223033,5.500496745,,,Future,CCCMA3.1,R2,CCCMA3.1_R2,0.981852716,0.999059168,0.998901521,0.979140311,0.998748667,0.999067713
NSW_NAN,E00,L02,,735.7832023,0.215090598,0.189791672,790.9810371,19.1151827,5.492700575,,,Future,CCCMA3.1,R3,CCCMA3.1_R3,0.982292943,0.997630157,0.99747994,0.975613708,0.997337453,0.997651677
NSW_NAN,E00,L02,,737.3272869,0.218637691,0.192903996,798.6535256,19.42633178,5.582457465,,,Future,CSIRO-MK3.0,R1,CSIRO-MK3.0_R1,0.984354343,1.014082233,1.013837247,0.985077127,1.013571702,1.013954425
NSW_NAN,E00,L02,,743.09631,0.218746915,0.193001667,803.9255872,19.43633531,5.585220849,,,Future,CSIRO-MK3.0,R2,CSIRO-MK3.0_R2,0.992056164,1.014588834,1.014350572,0.991579806,1.014093637,1.014456344
NSW_NAN,E00,L02,,757.7762609,0.219687567,0.193831316,813.1567068,19.51987162,5.609023758,,,Future,CSIRO-MK3.0,R3,CSIRO-MK3.0_R3,1.011654345,1.018951753,1.018710923,1.002965675,1.018452156,1.018779721
NSW_NAN,E00,L02,,765.6119311,0.219389696,0.193574833,829.3461492,19.49479523,5.601485918,,,Future,ECHAM5,R1,ECHAM5_R1,1.022115203,1.017570172,1.017362936,1.022934096,1.017143792,1.017410606
NSW_NAN,E00,L02,,764.7391689,0.22060817,0.194645391,837.3188852,19.60196482,5.632318451,,,Future,ECHAM5,R2,ECHAM5_R2,1.020950039,1.023221681,1.022989422,1.032767847,1.022735381,1.023010789
NSW_NAN,E00,L02,,765.7705931,0.220831503,0.194841273,835.6691726,19.62155432,5.637969718,,,Future,ECHAM5,R3,ECHAM5_R3,1.022327021,1.024257541,1.024018911,1.030733054,1.023757466,1.024037241
NSW_NAN,E00,L02,,694.9916944,0.21531133,0.189972673,759.4374872,19.13160503,5.498286036,,,Future,MIROC3.2,R1,MIROC3.2_R1,0.92783504,0.998653953,0.998431219,0.936707188,0.99819429,0.998666177
NSW_NAN,E00,L02,,691.5577695,0.215582229,0.190209043,755.6031474,19.15507097,5.505140922,,,Future,MIROC3.2,R2,MIROC3.2_R2,0.923250646,0.999910433,0.999673498,0.931977827,0.999418629,0.999911245
NSW_NAN,E00,L02,,700.4942933,0.215732429,0.190343986,765.9490507,19.1689571,5.508942078,,,Future,MIROC3.2,R3,MIROC3.2_R3,0.935181177,1.000607088,1.000382713,0.944738696,1.00014314,1.000601658
NSW_NAN,E00,L03,,714.6560756,0.215767924,0.190373394,792.5634354,19.17127069,5.509839788,,,Future,CCCMA3.1,R1,CCCMA3.1_R1,0.954087586,1.000771721,1.000537271,0.977565474,1.000263852,1.000764711
NSW_NAN,E00,L03,,725.3057059,0.216535321,0.191049909,803.8012675,19.23932884,5.529258185,,,Future,CCCMA3.1,R2,CCCMA3.1_R2,0.968305167,1.004331051,1.004092802,0.991426467,1.003814796,1.004291719
NSW_NAN,E00,L03,,725.5765072,0.216226995,0.190779239,801.0016606,19.21226432,5.521456234,,,Future,CCCMA3.1,R3,CCCMA3.1_R3,0.968666695,1.002900977,1.002670253,0.987973369,1.0024027,1.002874633
NSW_NAN,E00,L03,,727.7624838,0.219777972,0.193894517,808.7186222,19.5236621,5.611311386,,,Future,CSIRO-MK3.0,R1,CSIRO-MK3.0_R1,0.97158504,1.019371068,1.019043086,0.997491642,1.018649925,1.019195228
NSW_NAN,E00,L03,,733.3598178,0.219887741,0.193992589,814.167151,19.53370095,5.614088556,,,Future,CSIRO-MK3.0,R2,CSIRO-MK3.0_R2,0.979057651,1.019880197,1.019558519,1.00421198,1.019173704,1.019699652
NSW_NAN,E00,L03,,747.7503726,0.220830202,0.194823607,823.9472935,19.61734626,5.637936815,,,Future,CSIRO-MK3.0,R3,CSIRO-MK3.0_R3,0.998269479,1.024251507,1.023926064,1.016275026,1.02353791,1.024031265
NSW_NAN,E00,L03,,755.1967232,0.220531312,0.194566339,840.1872904,19.59220692,5.630373633,,,Future,ECHAM5,R1,ECHAM5_R1,1.008210583,1.022865199,1.022573952,1.036305802,1.022226261,1.022657547
NSW_NAN,E00,L03,,754.5378648,0.221749751,0.195636835,848.0041544,19.69936884,5.661205275,,,Future,ECHAM5,R2,ECHAM5_R2,1.007330987,1.028516546,1.028200112,1.045947297,1.02781745,1.028257568
NSW_NAN,E00,L03,,755.5922845,0.221973259,0.195832841,846.4417605,19.71896601,5.666860991,,,Future,ECHAM5,R3,ECHAM5_R3,1.00873867,1.029553217,1.029230252,1.044020205,1.028839935,1.029284829
NSW_NAN,E00,L03,,686.1740389,0.216445022,0.190958224,768.1340762,19.22852237,5.526973222,,,Future,MIROC3.2,R1,MIROC3.2_R1,0.916063202,1.003912227,1.003610937,0.947433755,1.003250967,1.003876696
NSW_NAN,E00,L03,,682.9141587,0.216715868,0.191194547,764.2188954,19.25198371,5.533826773,,,Future,MIROC3.2,R2,MIROC3.2_R2,0.911711162,1.005168461,1.00485297,0.942604684,1.004475065,1.005121522
NSW_NAN,E00,L03,,691.5705894,0.216866859,0.191330075,774.7963684,19.2659159,5.537647494,,,Future,MIROC3.2,R3,MIROC3.2_R3,0.923267761,1.005868785,1.005565258,0.955651176,1.00520198,1.005815488
NSW_NAN,E00,L05,,692.392289,0.216028332,0.190579032,782.3057923,19.18932496,5.516429675,,,Future,CCCMA3.1,R1,CCCMA3.1_R1,0.924364755,1.001979541,1.001618034,0.964913467,1.001205836,1.001961647
NSW_NAN,E00,L05,,702.4241645,0.216798735,0.191258087,793.0623773,19.25761953,5.535923656,,,Future,CCCMA3.1,R2,CCCMA3.1_R2,0.937757613,1.005552814,1.005186914,0.97818088,1.004769115,1.005502383
NSW_NAN,E00,L05,,702.7199598,0.216487369,0.190984846,790.3098704,19.23031552,5.528044784,,,Future,CCCMA3.1,R3,CCCMA3.1_R3,0.938152509,1.00410864,1.003750853,0.974785876,1.003344524,1.004071326
NSW_NAN,E00,L05,,703.9931292,0.220034585,0.194097647,798.1235076,19.54154289,5.617804787,,,Future,CSIRO-MK3.0,R1,CSIRO-MK3.0_R1,0.939852229,1.020561287,1.020110667,0.984423391,1.019582858,1.020374639
NSW_NAN,E00,L05,,709.3338145,0.220146357,0.194197381,803.3013437,19.55172912,5.620632642,,,Future,CSIRO-MK3.0,R2,CSIRO-MK3.0_R2,0.946982206,1.021079706,1.020634835,0.99080985,1.020114326,1.020888269
NSW_NAN,E00,L05,,722.8476389,0.221085427,0.195025629,812.6078498,19.63512726,5.644395535,,,Future,CSIRO-MK3.0,R3,CSIRO-MK3.0_R3,0.965023572,1.025435288,1.024987823,1.002288703,1.024465636,1.025204377
NSW_NAN,E00,L05,,730.2158328,0.220802229,0.194781119,828.2367197,19.61113934,5.637228961,,,Future,ECHAM5,R1,ECHAM5_R1,0.974860335,1.024121763,1.023702762,1.021565701,1.023214063,1.023902696
NSW_NAN,E00,L05,,729.4179587,0.222026923,0.195856939,836.0280674,19.71880481,5.668218895,,,Future,ECHAM5,R2,ECHAM5_R2,0.973795149,1.029802121,1.029356903,1.031175723,1.028831525,1.029531468
NSW_NAN,E00,L05,,730.3362021,0.22224653,0.196049728,834.5128508,19.73811183,5.673775899,,,Future,ECHAM5,R3,ECHAM5_R3,0.975021032,1.030820699,1.030370136,1.029306821,1.029838871,1.030540799
NSW_NAN,E00,L05,,664.9496449,0.216695502,0.191156045,759.2874134,19.24588733,5.533311445,,,Future,MIROC3.2,R1,MIROC3.2_R1,0.88772799,1.005074,1.004650616,0.936522084,1.004156986,1.005027922
NSW_NAN,E00,L05,,661.743771,0.216963028,0.191389706,755.587002,19.26910917,5.540080961,,,Future,MIROC3.2,R2,MIROC3.2_R2,0.883448051,1.006314835,1.005878658,0.931957913,1.005368589,1.006257484
NSW_NAN,E00,L05,,670.0374561,0.217120151,0.19153022,765.6780055,19.28349886,5.544056859,,,Future,MIROC3.2,R3,MIROC3.2_R3,0.894520373,1.007043601,1.006617152,0.944404383,1.006119373,1.006979635
NSW_NAN,E00,L10,,657.3784137,0.217450213,0.191785764,772.7336905,19.30505651,5.552408816,,,Future,CCCMA3.1,R1,CCCMA3.1_R1,0.877620167,1.00857449,1.007960203,0.953107023,1.007244147,1.00849662
NSW_NAN,E00,L10,,666.4250946,0.218221459,0.192465573,783.2824805,19.37342171,5.571924142,,,Future,CCCMA3.1,R2,CCCMA3.1_R2,0.889697761,1.012151672,1.011533046,0.966118136,1.010811111,1.012041233
NSW_NAN,E00,L10,,666.7853363,0.217909302,0.19219164,780.5630968,19.34605475,5.564025706,,,Future,CCCMA3.1,R3,CCCMA3.1_R3,0.890178694,1.01070383,1.010093348,0.962763987,1.009383236,1.010606622
NSW_NAN,E00,L10,,666.7884774,0.22144638,0.1952969,788.0186428,19.65666036,5.653529156,,,Future,CSIRO-MK3.0,R1,CSIRO-MK3.0_R1,0.890182888,1.027109455,1.02641353,0.971959825,1.025589129,1.026863337
NSW_NAN,E00,L10,,671.7034805,0.221559434,0.195397619,793.1145719,19.66693256,5.656389472,,,Future,CSIRO-MK3.0,R2,CSIRO-MK3.0_R2,0.896744566,1.02763382,1.026942875,0.978245258,1.026125082,1.027382863
NSW_NAN,E00,L10,,683.9062026,0.222496677,0.196224451,802.1730632,19.75020635,5.68010612,,,Future,CSIRO-MK3.0,R3,CSIRO-MK3.0_R3,0.913035571,1.031980927,1.03128842,0.989418203,1.030469905,1.031690572
NSW_NAN,E00,L10,,690.9580265,0.222225076,0.195988989,817.7275487,19.72700446,5.673233004,,,Future,ECHAM5,R1,ECHAM5_R1,0.92244997,1.030721191,1.030050912,1.008603454,1.029259343,1.030442192
NSW_NAN,E00,L10,,689.9150136,0.223452089,0.197066764,825.417465,19.83485262,5.70428163,,,Future,ECHAM5,R2,ECHAM5_R2,0.921057517,1.036412306,1.035715328,1.018088369,1.034886336,1.036081624
NSW_NAN,E00,L10,,690.6727349,0.223669096,0.197257506,823.8768743,19.85397695,5.709772828,,,Future,ECHAM5,R3,ECHAM5_R3,0.922069098,1.037418824,1.036717803,1.01618817,1.035884151,1.037079003
NSW_NAN,E00,L10,,631.7211988,0.218108264,0.19235579,750.013385,19.36102782,5.569060269,,,Future,MIROC3.2,R1,MIROC3.2_R1,0.843367005,1.011626652,1.010956064,0.925083289,1.010164458,1.011521062
NSW_NAN,E00,L10,,628.6505468,0.218373012,0.192587297,746.3335639,19.38406697,5.575759536,,,Future,MIROC3.2,R2,MIROC3.2_R2,0.839267591,1.012854603,1.012172786,0.920544516,1.011366529,1.012737865
NSW_NAN,E00,L10,,636.3033826,0.218533668,0.192730612,756.2927878,19.39869769,5.579824802,,,Future,MIROC3.2,R3,MIROC3.2_R3,0.849484359,1.013599755,1.012926,0.932828445,1.012129889,1.013476248
NSW_NAN,E00,L15,,615.2549974,0.217672228,0.191956009,737.940196,19.31951835,5.558027183,,,Future,CCCMA3.1,R1,CCCMA3.1_R1,0.821384125,1.009604237,1.008854953,0.910191948,1.007998695,1.009517097
NSW_NAN,E00,L15,,623.32526,0.218447076,0.192638603,747.6134587,19.38812611,5.577634101,,,Future,CCCMA3.1,R2,CCCMA3.1_R2,0.832158171,1.013198125,1.012442433,0.922123167,1.011578315,1.013078346
NSW_NAN,E00,L15,,623.56488,0.218131686,0.192362161,744.7932287,19.36054116,5.569652963,,,Future,CCCMA3.1,R3,CCCMA3.1_R3,0.832478071,1.011735288,1.010989548,0.918644632,1.010139066,1.011628714
NSW_NAN,E00,L15,,624.2294553,0.221676197,0.195473146,752.3432334,19.67163496,5.659344493,,,Future,CSIRO-MK3.0,R1,CSIRO-MK3.0_R1,0.833365299,1.028175389,1.027339819,0.927956977,1.026370431,1.02791959
NSW_NAN,E00,L15,,628.5568458,0.221790604,0.195574911,756.9557396,19.68199774,5.662239043,,,Future,CSIRO-MK3.0,R2,CSIRO-MK3.0_R2,0.839142497,1.02870603,1.02787466,0.933646145,1.02691111,1.028445334
NSW_NAN,E00,L15,,639.3716516,0.222726617,0.196400759,764.6958362,19.76518556,5.685924569,,,Future,CSIRO-MK3.0,R3,CSIRO-MK3.0_R3,0.853580592,1.033047432,1.032215034,0.943192953,1.031251447,1.03274739
NSW_NAN,E00,L15,,645.5192758,0.222464856,0.19617296,779.702796,19.74264535,5.679300449,,,Future,ECHAM5,R1,ECHAM5_R1,0.861787857,1.031833336,1.031017801,0.961702873,1.030075408,1.031544236
NSW_NAN,E00,L15,,644.8331778,0.223699671,0.197256798,787.6158867,19.85101242,5.710546489,,,Future,ECHAM5,R2,ECHAM5_R2,0.860871895,1.037560637,1.036714082,0.971463056,1.035729476,1.037219525
NSW_NAN,E00,L15,,645.5176267,0.223914271,0.197445648,785.9426571,19.86997555,5.715976773,,,Future,ECHAM5,R3,ECHAM5_R3,0.861785655,1.038555992,1.037706613,0.969399257,1.03671888,1.03820584
NSW_NAN,E00,L15,,592.9078991,0.218327186,0.192523634,717.8049027,19.37528087,5.574599936,,,Future,MIROC3.2,R1,MIROC3.2_R1,0.79155007,1.012642053,1.011838195,0.885356627,1.010908113,1.012527244
NSW_NAN,E00,L15,,590.2584457,0.218590512,0.192754002,714.4082963,19.3982233,5.581263184,,,Future,MIROC3.2,R2,MIROC3.2_R2,0.788012969,1.013863408,1.01304893,0.881167176,1.012105137,1.013737505
NSW_NAN,E00,L15,,597.0085261,0.218755525,0.192900718,723.6628958,19.41314725,5.585438719,,,Future,MIROC3.2,R3,MIROC3.2_R3,0.797024531,1.014628769,1.013820019,0.892582006,1.012883797,1.014495917
NSW_NAN,E01,L00,,746.5816488,0.218992353,0.193254103,822.280754,19.46322328,5.591431907,,,Future,CCCMA3.1,R1,CCCMA3.1_R1,0.996709197,1.015727222,1.01567729,1.014219479,1.015496521,1.015584473
NSW_NAN,E01,L00,,758.1661001,0.219842406,0.194005177,834.4174556,19.53890383,5.612941406,,,Future,CCCMA3.1,R2,CCCMA3.1_R2,1.012174792,1.019669925,1.019624677,1.029189158,1.019445165,1.019491292
NSW_NAN,E01,L00,,758.3328049,0.219550193,0.193749802,831.7366622,19.51348354,5.605547182,,,Future,CCCMA3.1,R3,CCCMA3.1_R3,1.012397348,1.018314587,1.018282513,1.025882608,1.018118857,1.018148262
